time;V(/VOUT);V(Net-_D1-K_);
0.197202;3.61143;1.71357;
0.197302;3.61576;1.71772;
0.197402;3.61143;1.71357;
0.197502;3.61576;1.71772;
0.197602;3.61143;1.71357;
0.197702;3.61576;1.71772;
0.197802;3.61143;1.71357;
0.197902;3.61576;1.71772;
0.198002;3.61143;1.71357;
0.198102;3.61576;1.71772;
0.198202;3.61143;1.71357;
0.198302;3.61576;1.71772;
0.198402;3.61143;1.71357;
0.198502;3.61576;1.71772;
0.198602;3.61143;1.71357;
0.198702;3.61576;1.71772;
0.198802;3.61143;1.71357;
0.198902;3.61576;1.71772;
0.199002;3.61143;1.71357;
0.199102;3.61576;1.71772;
0.199202;3.61143;1.71357;
0.199302;3.61576;1.71771;
0.199402;3.61143;1.71357;
0.199502;3.61576;1.71771;
0.199602;3.61143;1.71357;
0.199702;3.61576;1.71771;
0.199802;3.61143;1.71357;
0.199902;3.61576;1.71771;
0.200002;3.61143;1.71357;
0.200102;3.61576;1.71771;
0.200202;3.61143;1.71357;
0.200302;3.61576;1.71771;
0.200402;3.61143;1.71357;
0.200502;3.61576;1.71771;
0.200602;3.61143;1.71357;
0.200702;3.61576;1.71771;
0.200802;3.61143;1.71357;
0.200902;3.61576;1.71771;
0.201002;3.61143;1.71357;
0.201102;3.61576;1.71771;
0.201202;3.61143;1.71357;
0.201302;3.61576;1.71771;
0.201402;3.61143;1.71357;
0.201502;3.61576;1.71771;
0.201602;3.61143;1.71357;
0.201702;3.61576;1.71771;
0.201802;3.61143;1.71357;
0.201902;3.61576;1.71771;
0.202002;3.61143;1.71357;
0.202102;3.61576;1.71771;
0.202202;3.61143;1.71357;
0.202302;3.61576;1.71771;
0.202402;3.61143;1.71357;
0.202502;3.61576;1.71771;
0.202602;3.61143;1.71357;
0.202702;3.61576;1.71771;
0.202802;3.61143;1.71357;
0.202902;3.61576;1.71771;
0.203002;3.61143;1.71357;
0.203102;3.61576;1.71771;
0.203202;3.61143;1.71357;
0.203302;3.61576;1.71771;
0.203402;3.61143;1.71357;
0.203502;3.61576;1.71771;
0.203602;3.61143;1.71357;
0.203702;3.61576;1.71771;
0.203802;3.61143;1.71357;
0.203902;3.61576;1.71771;
0.204002;3.61143;1.71357;
0.204102;3.61576;1.71771;
0.204202;3.61143;1.71357;
0.204302;3.61576;1.71771;
0.204402;3.61143;1.71357;
0.204502;3.61576;1.71771;
0.204602;3.61143;1.71357;
0.204702;3.61576;1.71771;
0.204802;3.61143;1.71357;
0.204902;3.61576;1.71771;
0.205002;3.61143;1.71357;
0.205102;3.61576;1.71771;
0.205202;3.61143;1.71357;
0.205302;3.61576;1.71771;
0.205402;3.61143;1.71357;
0.205502;3.61576;1.71771;
0.205602;3.61143;1.71357;
0.205702;3.61576;1.71771;
0.205802;3.61143;1.71357;
0.205902;3.61576;1.71771;
0.206002;3.61143;1.71357;
0.206102;3.61576;1.71771;
0.206202;3.61143;1.71357;
0.206302;3.61576;1.71771;
0.206402;3.61143;1.71357;
0.206502;3.61576;1.71771;
0.206602;3.61143;1.71357;
0.206702;3.61576;1.71771;
0.206802;3.61143;1.71357;
0.206902;3.61576;1.71771;
0.207002;3.61143;1.71357;
0.207102;3.61576;1.71771;
0.207202;3.61143;1.71357;
0.207302;3.61576;1.71771;
0.207402;3.61143;1.71357;
0.207502;3.61576;1.71771;
0.207602;3.61143;1.71357;
0.207702;3.61576;1.71771;
0.207802;3.61143;1.71357;
0.207902;3.61576;1.71771;
0.208002;3.61143;1.71357;
0.208102;3.61576;1.71771;
0.208202;3.61143;1.71357;
0.208302;3.61576;1.71771;
0.208402;3.61143;1.71357;
0.208502;3.61576;1.71771;
0.208602;3.61143;1.71357;
0.208702;3.61576;1.71771;
0.208802;3.61143;1.71357;
0.208902;3.61576;1.71771;
0.209002;3.61143;1.71357;
0.209102;3.61576;1.71771;
0.209202;3.61143;1.71357;
0.209302;3.61576;1.71771;
0.209402;3.61143;1.71357;
0.209502;3.61576;1.71771;
0.209602;3.61143;1.71357;
0.209702;3.61576;1.71771;
0.209802;3.61143;1.71357;
0.209902;3.61576;1.71771;
0.210002;3.61143;1.71357;
0.210102;3.61576;1.71771;
0.210202;3.61143;1.71357;
0.210302;3.61576;1.71771;
0.210402;3.61143;1.71357;
0.210502;3.61576;1.71771;
0.210602;3.61143;1.71357;
0.210702;3.61576;1.71771;
0.210802;3.61143;1.71357;
0.210902;3.61576;1.71771;
0.211002;3.61143;1.71357;
0.211102;3.61576;1.71771;
0.211202;3.61143;1.71357;
0.211302;3.61576;1.71771;
0.211402;3.61144;1.71357;
0.211502;3.61576;1.71771;
0.211602;3.61144;1.71357;
0.211702;3.61576;1.71771;
0.211802;3.61144;1.71357;
0.211902;3.61576;1.71771;
0.212002;3.61144;1.71358;
0.212102;3.61576;1.71771;
0.212202;3.61144;1.71358;
0.212302;3.61576;1.71771;
0.212402;3.61144;1.71358;
0.212502;3.61576;1.71771;
0.212602;3.61144;1.71358;
0.212702;3.61576;1.71771;
0.212802;3.61144;1.71358;
0.212902;3.61576;1.71771;
0.213002;3.61144;1.71358;
0.213102;3.61576;1.71771;
0.213202;3.61144;1.71358;
0.213302;3.61576;1.71771;
0.213402;3.61144;1.71358;
0.213502;3.61576;1.71771;
0.213602;3.61144;1.71358;
0.213702;3.61576;1.71771;
0.213802;3.61144;1.71358;
0.213902;3.61576;1.71771;
0.214002;3.61144;1.71358;
0.214102;3.61576;1.71771;
0.214202;3.61144;1.71358;
0.214302;3.61576;1.71771;
0.214402;3.61144;1.71358;
0.214502;3.61576;1.71771;
0.214602;3.61144;1.71358;
0.214702;3.61576;1.71771;
0.214802;3.61144;1.71358;
0.214902;3.61576;1.71771;
0.215002;3.61144;1.71358;
0.215102;3.61576;1.71771;
0.215202;3.61144;1.71358;
0.215302;3.61576;1.71771;
0.215402;3.61144;1.71358;
0.215502;3.61576;1.71771;
0.215602;3.61144;1.71358;
0.215702;3.61576;1.71771;
0.215802;3.61144;1.71358;
0.215902;3.61576;1.71771;
0.216002;3.61144;1.71358;
0.216102;3.61576;1.71771;
0.216202;3.61144;1.71358;
0.216302;3.61576;1.71771;
0.216402;3.61144;1.71358;
0.216502;3.61576;1.71771;
0.216602;3.61144;1.71358;
0.216702;3.61576;1.71771;
0.216802;3.61144;1.71358;
0.216902;3.61576;1.71771;
0.217002;3.61144;1.71358;
0.217102;3.61576;1.71771;
0.217202;3.61144;1.71358;
0.217302;3.61576;1.71771;
0.217402;3.61144;1.71358;
0.217502;3.61576;1.71771;
0.217602;3.61144;1.71358;
0.217702;3.61576;1.71771;
0.217802;3.61144;1.71358;
0.217902;3.61576;1.71771;
0.218002;3.61144;1.71358;
0.218102;3.61576;1.71771;
0.218202;3.61144;1.71358;
0.218302;3.61576;1.71771;
0.218402;3.61144;1.71358;
0.218502;3.61576;1.71771;
0.218602;3.61144;1.71358;
0.218702;3.61576;1.71771;
0.218802;3.61144;1.71358;
0.218902;3.61576;1.71771;
0.219002;3.61144;1.71358;
0.219102;3.61576;1.71771;
0.219202;3.61144;1.71358;
0.219302;3.61575;1.71771;
0.219402;3.61144;1.71358;
0.219502;3.61575;1.71771;
0.219602;3.61144;1.71358;
0.219702;3.61575;1.71771;
0.219802;3.61144;1.71358;
0.219902;3.61575;1.71771;
0.220002;3.61144;1.71358;
0.220102;3.61575;1.71771;
0.220202;3.61144;1.71358;
0.220302;3.61575;1.71771;
0.220402;3.61144;1.71358;
0.220502;3.61575;1.71771;
0.220602;3.61144;1.71358;
0.220702;3.61575;1.71771;
0.220802;3.61144;1.71358;
0.220902;3.61575;1.71771;
0.221002;3.61144;1.71358;
0.221102;3.61575;1.71771;
0.221202;3.61144;1.71358;
0.221302;3.61575;1.71771;
0.221402;3.61144;1.71358;
0.221502;3.61575;1.71771;
0.221602;3.61144;1.71358;
0.221702;3.61575;1.71771;
0.221802;3.61144;1.71358;
0.221902;3.61575;1.71771;
0.222002;3.61144;1.71358;
0.222102;3.61575;1.71771;
0.222202;3.61144;1.71358;
0.222302;3.61575;1.71771;
0.222402;3.61144;1.71358;
0.222502;3.61575;1.71771;
0.222602;3.61144;1.71358;
0.222702;3.61575;1.71771;
0.222802;3.61144;1.71358;
0.222902;3.61575;1.71771;
0.223002;3.61144;1.71358;
0.223102;3.61575;1.71771;
0.223202;3.61144;1.71358;
0.223302;3.61575;1.71771;
0.223402;3.61144;1.71358;
0.223502;3.61575;1.71771;
0.223602;3.61144;1.71358;
0.223702;3.61575;1.71771;
0.223802;3.61144;1.71358;
0.223902;3.61575;1.71771;
0.224002;3.61144;1.71358;
0.224102;3.61575;1.71771;
0.224202;3.61144;1.71358;
0.224302;3.61575;1.71771;
0.224402;3.61144;1.71358;
0.224502;3.61575;1.71771;
0.224602;3.61144;1.71358;
0.224702;3.61575;1.71771;
0.224802;3.61144;1.71358;
0.224902;3.61575;1.71771;
0.225002;3.61144;1.71358;
0.225102;3.61575;1.71771;
0.225202;3.61144;1.71358;
0.225302;3.61575;1.71771;
0.225402;3.61144;1.71358;
0.225502;3.61575;1.71771;
0.225602;3.61144;1.71358;
0.225702;3.61575;1.71771;
0.225802;3.61144;1.71358;
0.225902;3.61575;1.71771;
0.226002;3.61144;1.71358;
0.226102;3.61575;1.7177;
0.226202;3.61144;1.71358;
0.226302;3.61575;1.7177;
0.226402;3.61144;1.71358;
0.226502;3.61575;1.7177;
0.226602;3.61144;1.71358;
0.226702;3.61575;1.7177;
0.226802;3.61144;1.71358;
0.226902;3.61575;1.7177;
0.227002;3.61144;1.71358;
0.227102;3.61575;1.7177;
0.227202;3.61144;1.71358;
0.227302;3.61575;1.7177;
0.227402;3.61144;1.71358;
0.227502;3.61575;1.7177;
0.227602;3.61144;1.71358;
0.227702;3.61575;1.7177;
0.227802;3.61144;1.71358;
0.227902;3.61575;1.7177;
0.228002;3.61144;1.71358;
0.228102;3.61575;1.7177;
0.228202;3.61144;1.71358;
0.228302;3.61575;1.7177;
0.228402;3.61144;1.71358;
0.228502;3.61575;1.7177;
0.228602;3.61144;1.71358;
0.228702;3.61575;1.7177;
0.228802;3.61144;1.71358;
0.228902;3.61575;1.7177;
0.229002;3.61144;1.71358;
0.229102;3.61575;1.7177;
0.229202;3.61144;1.71358;
0.229302;3.61575;1.7177;
0.229402;3.61144;1.71358;
0.229502;3.61575;1.7177;
0.229602;3.61144;1.71358;
0.229702;3.61575;1.7177;
0.229802;3.61144;1.71358;
0.229902;3.61575;1.7177;
0.230002;3.61144;1.71358;
0.230102;3.61575;1.7177;
0.230202;3.61144;1.71358;
0.230302;3.61575;1.7177;
0.230402;3.61144;1.71358;
0.230502;3.61575;1.7177;
0.230602;3.61144;1.71358;
0.230702;3.61575;1.7177;
0.230802;3.61144;1.71358;
0.230902;3.61575;1.7177;
0.231002;3.61144;1.71358;
0.231102;3.61575;1.7177;
0.231202;3.61144;1.71358;
0.231302;3.61575;1.7177;
0.231402;3.61144;1.71358;
0.231502;3.61575;1.7177;
0.231602;3.61144;1.71358;
0.231702;3.61575;1.7177;
0.231802;3.61144;1.71358;
0.231902;3.61575;1.7177;
0.232002;3.61144;1.71358;
0.232102;3.61575;1.7177;
0.232202;3.61144;1.71358;
0.232302;3.61575;1.7177;
0.232402;3.61144;1.71358;
0.232502;3.61575;1.7177;
0.232602;3.61144;1.71358;
0.232702;3.61575;1.7177;
0.232802;3.61144;1.71358;
0.232902;3.61575;1.7177;
0.233002;3.61144;1.71358;
0.233102;3.61575;1.7177;
0.233202;3.61144;1.71358;
0.233302;3.61575;1.7177;
0.233402;3.61144;1.71358;
0.233502;3.61575;1.7177;
0.233602;3.61144;1.71358;
0.233702;3.61575;1.7177;
0.233802;3.61144;1.71358;
0.233902;3.61575;1.7177;
0.234002;3.61144;1.71358;
0.234102;3.61575;1.7177;
0.234202;3.61144;1.71358;
0.234302;3.61575;1.7177;
0.234402;3.61144;1.71358;
0.234502;3.61575;1.7177;
0.234602;3.61144;1.71358;
0.234702;3.61575;1.7177;
0.234802;3.61144;1.71358;
0.234902;3.61575;1.7177;
0.235002;3.61144;1.71358;
0.235102;3.61575;1.7177;
0.235202;3.61144;1.71358;
0.235302;3.61575;1.7177;
0.235402;3.61144;1.71358;
0.235502;3.61575;1.7177;
0.235602;3.61145;1.71358;
0.235702;3.61575;1.7177;
0.235802;3.61145;1.71358;
0.235902;3.61575;1.7177;
0.236002;3.61145;1.71358;
0.236102;3.61575;1.7177;
0.236202;3.61145;1.71358;
0.236302;3.61575;1.7177;
0.236402;3.61145;1.71358;
0.236502;3.61575;1.7177;
0.236602;3.61145;1.71358;
0.236702;3.61575;1.7177;
0.236802;3.61145;1.71358;
0.236902;3.61575;1.7177;
0.237002;3.61145;1.71358;
0.237102;3.61575;1.7177;
0.237202;3.61145;1.71359;
0.237302;3.61575;1.7177;
0.237402;3.61145;1.71359;
0.237502;3.61575;1.7177;
0.237602;3.61145;1.71359;
0.237702;3.61575;1.7177;
0.237802;3.61145;1.71359;
0.237902;3.61575;1.7177;
0.238002;3.61145;1.71359;
0.238102;3.61575;1.7177;
0.238202;3.61145;1.71359;
0.238302;3.61575;1.7177;
0.238402;3.61145;1.71359;
0.238502;3.61575;1.7177;
0.238602;3.61145;1.71359;
0.238702;3.61575;1.7177;
0.238802;3.61145;1.71359;
0.238902;3.61575;1.7177;
0.239002;3.61145;1.71359;
0.239102;3.61575;1.7177;
0.239202;3.61145;1.71359;
0.239302;3.61575;1.7177;
0.239402;3.61145;1.71359;
0.239502;3.61575;1.7177;
0.239602;3.61145;1.71359;
0.239702;3.61575;1.7177;
0.239802;3.61145;1.71359;
0.239902;3.61575;1.7177;
0.240002;3.61145;1.71359;
0.240102;3.61575;1.7177;
0.240202;3.61145;1.71359;
0.240302;3.61575;1.7177;
0.240402;3.61145;1.71359;
0.240502;3.61575;1.7177;
0.240602;3.61145;1.71359;
0.240702;3.61575;1.7177;
0.240802;3.61145;1.71359;
0.240902;3.61575;1.7177;
0.241002;3.61145;1.71359;
0.241102;3.61575;1.7177;
0.241202;3.61145;1.71359;
0.241302;3.61575;1.7177;
0.241402;3.61145;1.71359;
0.241502;3.61575;1.7177;
0.241602;3.61145;1.71359;
0.241702;3.61575;1.7177;
0.241802;3.61145;1.71359;
0.241902;3.61575;1.7177;
0.242002;3.61145;1.71359;
0.242102;3.61575;1.7177;
0.242202;3.61145;1.71359;
0.242302;3.61575;1.7177;
0.242402;3.61145;1.71359;
0.242502;3.61575;1.7177;
0.242602;3.61145;1.71359;
0.242702;3.61575;1.7177;
0.242802;3.61145;1.71359;
0.242902;3.61575;1.7177;
0.243002;3.61145;1.71359;
0.243102;3.61575;1.7177;
0.243202;3.61145;1.71359;
0.243302;3.61575;1.7177;
0.243402;3.61145;1.71359;
0.243502;3.61575;1.7177;
0.243602;3.61145;1.71359;
0.243702;3.61575;1.7177;
0.243802;3.61145;1.71359;
0.243902;3.61575;1.7177;
0.244002;3.61145;1.71359;
0.244102;3.61575;1.7177;
0.244202;3.61145;1.71359;
0.244302;3.61575;1.7177;
0.244402;3.61145;1.71359;
0.244502;3.61575;1.7177;
0.244602;3.61145;1.71359;
0.244702;3.61574;1.7177;
0.244802;3.61145;1.71359;
0.244902;3.61574;1.7177;
0.245002;3.61145;1.71359;
0.245102;3.61574;1.7177;
0.245202;3.61145;1.71359;
0.245302;3.61574;1.7177;
0.245402;3.61145;1.71359;
0.245502;3.61574;1.7177;
0.245602;3.61145;1.71359;
0.245702;3.61574;1.7177;
0.245802;3.61145;1.71359;
0.245902;3.61574;1.7177;
0.246002;3.61145;1.71359;
0.246102;3.61574;1.7177;
0.246202;3.61145;1.71359;
0.246302;3.61574;1.7177;
0.246402;3.61145;1.71359;
0.246502;3.61574;1.7177;
0.246602;3.61145;1.71359;
0.246702;3.61574;1.7177;
0.246802;3.61145;1.71359;
0.246902;3.61574;1.7177;
0.247002;3.61145;1.71359;
0.247102;3.61574;1.7177;
0.247202;3.61145;1.71359;
0.247302;3.61574;1.7177;
0.247402;3.61145;1.71359;
0.247502;3.61574;1.7177;
0.247602;3.61145;1.71359;
0.247702;3.61574;1.7177;
0.247802;3.61145;1.71359;
0.247902;3.61574;1.7177;
0.248002;3.61145;1.71359;
0.248102;3.61574;1.7177;
0.248202;3.61145;1.71359;
0.248302;3.61574;1.7177;
0.248402;3.61145;1.71359;
0.248502;3.61574;1.7177;
0.248602;3.61145;1.71359;
0.248702;3.61574;1.7177;
0.248802;3.61145;1.71359;
0.248902;3.61574;1.7177;
0.249002;3.61145;1.71359;
0.249102;3.61574;1.7177;
0.249202;3.61145;1.71359;
0.249302;3.61574;1.7177;
0.249402;3.61145;1.71359;
0.249502;3.61574;1.7177;
0.249602;3.61145;1.71359;
0.249702;3.61574;1.7177;
0.249802;3.61145;1.71359;
0.249902;3.61574;1.7177;
0.250002;3.61145;1.71359;
0.250102;3.61574;1.7177;
0.250202;3.61145;1.71359;
0.250302;3.61574;1.7177;
0.250402;3.61145;1.71359;
0.250502;3.61574;1.7177;
0.250602;3.61145;1.71359;
0.250702;3.61574;1.7177;
0.250802;3.61145;1.71359;
0.250902;3.61574;1.7177;
0.251002;3.61145;1.71359;
0.251102;3.61574;1.7177;
0.251202;3.61145;1.71359;
0.251302;3.61574;1.7177;
0.251402;3.61145;1.71359;
0.251502;3.61574;1.7177;
0.251602;3.61145;1.71359;
0.251702;3.61574;1.7177;
0.251802;3.61145;1.71359;
0.251902;3.61574;1.7177;
0.252002;3.61145;1.71359;
0.252102;3.61574;1.7177;
0.252202;3.61145;1.71359;
0.252302;3.61574;1.7177;
0.252402;3.61145;1.71359;
0.252502;3.61574;1.71769;
0.252602;3.61145;1.71359;
0.252702;3.61574;1.71769;
0.252802;3.61145;1.71359;
0.252902;3.61574;1.71769;
0.253002;3.61145;1.71359;
0.253102;3.61574;1.71769;
0.253202;3.61145;1.71359;
0.253302;3.61574;1.71769;
0.253402;3.61145;1.71359;
0.253502;3.61574;1.71769;
0.253602;3.61145;1.71359;
0.253702;3.61574;1.71769;
0.253802;3.61145;1.71359;
0.253902;3.61574;1.71769;
0.254002;3.61145;1.71359;
0.254102;3.61574;1.71769;
0.254202;3.61145;1.71359;
0.254302;3.61574;1.71769;
0.254402;3.61145;1.71359;
0.254502;3.61574;1.71769;
0.254602;3.61145;1.71359;
0.254702;3.61574;1.71769;
0.254802;3.61145;1.71359;
0.254902;3.61574;1.71769;
0.255002;3.61145;1.71359;
0.255102;3.61574;1.71769;
0.255202;3.61145;1.71359;
0.255302;3.61574;1.71769;
0.255402;3.61145;1.71359;
0.255502;3.61574;1.71769;
0.255602;3.61145;1.71359;
0.255702;3.61574;1.71769;
0.255802;3.61145;1.71359;
0.255902;3.61574;1.71769;
0.256002;3.61145;1.71359;
0.256102;3.61574;1.71769;
0.256202;3.61145;1.71359;
0.256302;3.61574;1.71769;
0.256402;3.61145;1.71359;
0.256502;3.61574;1.71769;
0.256602;3.61145;1.71359;
0.256702;3.61574;1.71769;
0.256802;3.61145;1.71359;
0.256902;3.61574;1.71769;
0.257002;3.61145;1.71359;
0.257102;3.61574;1.71769;
0.257202;3.61145;1.71359;
0.257302;3.61574;1.71769;
0.257402;3.61145;1.71359;
0.257502;3.61574;1.71769;
0.257602;3.61145;1.71359;
0.257702;3.61574;1.71769;
0.257802;3.61145;1.71359;
0.257902;3.61574;1.71769;
0.258002;3.61145;1.71359;
0.258102;3.61574;1.71769;
0.258202;3.61145;1.71359;
0.258302;3.61574;1.71769;
0.258402;3.61145;1.71359;
0.258502;3.61574;1.71769;
0.258602;3.61145;1.71359;
0.258702;3.61574;1.71769;
0.258802;3.61145;1.71359;
0.258902;3.61574;1.71769;
0.259002;3.61145;1.71359;
0.259102;3.61574;1.71769;
0.259202;3.61145;1.71359;
0.259302;3.61574;1.71769;
0.259402;3.61145;1.71359;
0.259502;3.61574;1.71769;
0.259602;3.61146;1.71359;
0.259702;3.61574;1.71769;
0.259802;3.61146;1.71359;
0.259902;3.61574;1.71769;
0.260002;3.61146;1.71359;
0.260102;3.61574;1.71769;
0.260202;3.61146;1.71359;
0.260302;3.61574;1.71769;
0.260402;3.61146;1.71359;
0.260502;3.61574;1.71769;
0.260602;3.61146;1.71359;
0.260702;3.61574;1.71769;
0.260802;3.61146;1.71359;
0.260902;3.61574;1.71769;
0.261002;3.61146;1.71359;
0.261102;3.61574;1.71769;
0.261202;3.61146;1.71359;
0.261302;3.61574;1.71769;
0.261402;3.61146;1.71359;
0.261502;3.61574;1.71769;
0.261602;3.61146;1.71359;
0.261702;3.61574;1.71769;
0.261802;3.61146;1.71359;
0.261902;3.61574;1.71769;
0.262002;3.61146;1.71359;
0.262102;3.61574;1.71769;
0.262202;3.61146;1.71359;
0.262302;3.61574;1.71769;
0.262402;3.61146;1.7136;
0.262502;3.61574;1.71769;
0.262602;3.61146;1.7136;
0.262702;3.61574;1.71769;
0.262802;3.61146;1.7136;
0.262902;3.61574;1.71769;
0.263002;3.61146;1.7136;
0.263102;3.61574;1.71769;
0.263202;3.61146;1.7136;
0.263302;3.61574;1.71769;
0.263402;3.61146;1.7136;
0.263502;3.61574;1.71769;
0.263602;3.61146;1.7136;
0.263702;3.61574;1.71769;
0.263802;3.61146;1.7136;
0.263902;3.61574;1.71769;
0.264002;3.61146;1.7136;
0.264102;3.61574;1.71769;
0.264202;3.61146;1.7136;
0.264302;3.61574;1.71769;
0.264402;3.61146;1.7136;
0.264502;3.61574;1.71769;
0.264602;3.61146;1.7136;
0.264702;3.61574;1.71769;
0.264802;3.61146;1.7136;
0.264902;3.61574;1.71769;
0.265002;3.61146;1.7136;
0.265102;3.61574;1.71769;
0.265202;3.61146;1.7136;
0.265302;3.61574;1.71769;
0.265402;3.61146;1.7136;
0.265502;3.61574;1.71769;
0.265602;3.61146;1.7136;
0.265702;3.61574;1.71769;
0.265802;3.61146;1.7136;
0.265902;3.61574;1.71769;
0.266002;3.61146;1.7136;
0.266102;3.61574;1.71769;
0.266202;3.61146;1.7136;
0.266302;3.61574;1.71769;
0.266402;3.61146;1.7136;
0.266502;3.61574;1.71769;
0.266602;3.61146;1.7136;
0.266702;3.61574;1.71769;
0.266802;3.61146;1.7136;
0.266902;3.61574;1.71769;
0.267002;3.61146;1.7136;
0.267102;3.61574;1.71769;
0.267202;3.61146;1.7136;
0.267302;3.61574;1.71769;
0.267402;3.61146;1.7136;
0.267502;3.61574;1.71769;
0.267602;3.61146;1.7136;
0.267702;3.61574;1.71769;
0.267802;3.61146;1.7136;
0.267902;3.61574;1.71769;
0.268002;3.61146;1.7136;
0.268102;3.61574;1.71769;
0.268202;3.61146;1.7136;
0.268302;3.61574;1.71769;
0.268402;3.61146;1.7136;
0.268502;3.61574;1.71769;
0.268602;3.61146;1.7136;
0.268702;3.61574;1.71769;
0.268802;3.61146;1.7136;
0.268902;3.61574;1.71769;
0.269002;3.61146;1.7136;
0.269102;3.61574;1.71769;
0.269202;3.61146;1.7136;
0.269302;3.61574;1.71769;
0.269402;3.61146;1.7136;
0.269502;3.61574;1.71769;
0.269602;3.61146;1.7136;
0.269702;3.61574;1.71769;
0.269802;3.61146;1.7136;
0.269902;3.61573;1.71769;
0.270002;3.61146;1.7136;
0.270102;3.61573;1.71769;
0.270202;3.61146;1.7136;
0.270302;3.61573;1.71769;
0.270402;3.61146;1.7136;
0.270502;3.61573;1.71769;
0.270602;3.61146;1.7136;
0.270702;3.61573;1.71769;
0.270802;3.61146;1.7136;
0.270902;3.61573;1.71769;
0.271002;3.61146;1.7136;
0.271102;3.61573;1.71769;
0.271202;3.61146;1.7136;
0.271302;3.61573;1.71769;
0.271402;3.61146;1.7136;
0.271502;3.61573;1.71769;
0.271602;3.61146;1.7136;
0.271702;3.61573;1.71769;
0.271802;3.61146;1.7136;
0.271902;3.61573;1.71769;
0.272002;3.61146;1.7136;
0.272102;3.61573;1.71769;
0.272202;3.61146;1.7136;
0.272302;3.61573;1.71769;
0.272402;3.61146;1.7136;
0.272502;3.61573;1.71769;
0.272602;3.61146;1.7136;
0.272702;3.61573;1.71769;
0.272802;3.61146;1.7136;
0.272902;3.61573;1.71769;
0.273002;3.61146;1.7136;
0.273102;3.61573;1.71769;
0.273202;3.61146;1.7136;
0.273302;3.61573;1.71769;
0.273402;3.61146;1.7136;
0.273502;3.61573;1.71769;
0.273602;3.61146;1.7136;
0.273702;3.61573;1.71769;
0.273802;3.61146;1.7136;
0.273902;3.61573;1.71769;
0.274002;3.61146;1.7136;
0.274102;3.61573;1.71769;
0.274202;3.61146;1.7136;
0.274302;3.61573;1.71769;
0.274402;3.61146;1.7136;
0.274502;3.61573;1.71769;
0.274602;3.61146;1.7136;
0.274702;3.61573;1.71769;
0.274802;3.61146;1.7136;
0.274902;3.61573;1.71769;
0.275002;3.61146;1.7136;
0.275102;3.61573;1.71769;
0.275202;3.61146;1.7136;
0.275302;3.61573;1.71769;
0.275402;3.61146;1.7136;
0.275502;3.61573;1.71769;
0.275602;3.61146;1.7136;
0.275702;3.61573;1.71769;
0.275802;3.61146;1.7136;
0.275902;3.61573;1.71769;
0.276002;3.61146;1.7136;
0.276102;3.61573;1.71769;
0.276202;3.61146;1.7136;
0.276302;3.61573;1.71769;
0.276402;3.61146;1.7136;
0.276502;3.61573;1.71769;
0.276602;3.61146;1.7136;
0.276702;3.61573;1.71769;
0.276802;3.61146;1.7136;
0.276902;3.61573;1.71769;
0.277002;3.61146;1.7136;
0.277102;3.61573;1.71769;
0.277202;3.61146;1.7136;
0.277302;3.61573;1.71769;
0.277402;3.61146;1.7136;
0.277502;3.61573;1.71769;
0.277602;3.61146;1.7136;
0.277702;3.61573;1.71769;
0.277802;3.61146;1.7136;
0.277902;3.61573;1.71769;
0.278002;3.61146;1.7136;
0.278102;3.61573;1.71769;
0.278202;3.61146;1.7136;
0.278302;3.61573;1.71769;
0.278402;3.61146;1.7136;
0.278502;3.61573;1.71769;
0.278602;3.61146;1.7136;
0.278702;3.61573;1.71769;
0.278802;3.61146;1.7136;
0.278902;3.61573;1.71768;
0.279002;3.61146;1.7136;
0.279102;3.61573;1.71768;
0.279202;3.61146;1.7136;
0.279302;3.61573;1.71768;
0.279402;3.61146;1.7136;
0.279502;3.61573;1.71768;
0.279602;3.61146;1.7136;
0.279702;3.61573;1.71768;
0.279802;3.61146;1.7136;
0.279902;3.61573;1.71768;
0.280002;3.61146;1.7136;
0.280102;3.61573;1.71768;
0.280202;3.61146;1.7136;
0.280302;3.61573;1.71768;
0.280402;3.61146;1.7136;
0.280502;3.61573;1.71768;
0.280602;3.61146;1.7136;
0.280702;3.61573;1.71768;
0.280802;3.61146;1.7136;
0.280902;3.61573;1.71768;
0.281002;3.61146;1.7136;
0.281102;3.61573;1.71768;
0.281202;3.61146;1.7136;
0.281302;3.61573;1.71768;
0.281402;3.61146;1.7136;
0.281502;3.61573;1.71768;
0.281602;3.61146;1.7136;
0.281702;3.61573;1.71768;
0.281802;3.61146;1.7136;
0.281902;3.61573;1.71768;
0.282002;3.61146;1.7136;
0.282102;3.61573;1.71768;
0.282202;3.61146;1.7136;
0.282302;3.61573;1.71768;
0.282402;3.61146;1.7136;
0.282502;3.61573;1.71768;
0.282602;3.61146;1.7136;
0.282702;3.61573;1.71768;
0.282802;3.61146;1.7136;
0.282902;3.61573;1.71768;
0.283002;3.61146;1.7136;
0.283102;3.61573;1.71768;
0.283202;3.61146;1.7136;
0.283302;3.61573;1.71768;
0.283402;3.61146;1.7136;
0.283502;3.61573;1.71768;
0.283602;3.61147;1.7136;
0.283702;3.61573;1.71768;
0.283802;3.61147;1.7136;
0.283902;3.61573;1.71768;
0.284002;3.61147;1.7136;
0.284102;3.61573;1.71768;
0.284202;3.61147;1.7136;
0.284302;3.61573;1.71768;
0.284402;3.61147;1.7136;
