time;V(/VOUT);V(Net-_D1-K_);
1.79387;3.61318;1.71525;
1.79397;3.61406;1.71609;
1.79407;3.61318;1.71525;
1.79417;3.61406;1.71609;
1.79427;3.61318;1.71525;
1.79437;3.61406;1.71609;
1.79447;3.61318;1.71525;
1.79457;3.61406;1.71609;
1.79467;3.61318;1.71525;
1.79477;3.61406;1.71609;
1.79487;3.61318;1.71525;
1.79497;3.61406;1.71609;
1.79507;3.61318;1.71525;
1.79517;3.61406;1.71609;
1.79527;3.61318;1.71525;
1.79537;3.61406;1.71609;
1.79547;3.61318;1.71525;
1.79557;3.61406;1.71609;
1.79567;3.61318;1.71525;
1.79577;3.61406;1.71609;
1.79587;3.61318;1.71525;
1.79597;3.61406;1.71609;
1.79607;3.61318;1.71525;
1.79617;3.61406;1.71609;
1.79627;3.61318;1.71525;
1.79637;3.61406;1.71609;
1.79647;3.61318;1.71525;
1.79657;3.61406;1.71609;
1.79667;3.61318;1.71525;
1.79677;3.61406;1.71609;
1.79687;3.61318;1.71525;
1.79697;3.61406;1.71609;
1.79707;3.61318;1.71525;
1.79717;3.61406;1.71609;
1.79727;3.61318;1.71525;
1.79737;3.61406;1.71609;
1.79747;3.61318;1.71525;
1.79757;3.61406;1.71609;
1.79767;3.61318;1.71525;
1.79777;3.61406;1.71609;
1.79787;3.61318;1.71525;
1.79797;3.61406;1.71609;
1.79807;3.61318;1.71525;
1.79817;3.61406;1.71609;
1.79827;3.61318;1.71525;
1.79837;3.61406;1.71609;
1.79847;3.61318;1.71525;
1.79857;3.61406;1.71609;
1.79867;3.61318;1.71525;
1.79877;3.61406;1.71609;
1.79887;3.61318;1.71525;
1.79897;3.61406;1.71609;
1.79907;3.61318;1.71525;
1.79917;3.61406;1.71609;
1.79927;3.61318;1.71525;
1.79937;3.61406;1.71609;
1.79947;3.61319;1.71525;
1.79957;3.61406;1.71609;
1.79967;3.61319;1.71525;
1.79977;3.61406;1.71609;
1.79987;3.61319;1.71525;
1.79997;3.61406;1.71609;
1.80007;3.61319;1.71525;
1.80017;3.61406;1.71609;
1.80027;3.61319;1.71525;
1.80037;3.61406;1.71609;
1.80047;3.61319;1.71525;
1.80057;3.61406;1.71609;
1.80067;3.61319;1.71525;
1.80077;3.61406;1.71609;
1.80087;3.61319;1.71525;
1.80097;3.61406;1.71609;
1.80107;3.61319;1.71525;
1.80117;3.61406;1.71609;
1.80127;3.61319;1.71525;
1.80137;3.61406;1.71609;
1.80147;3.61319;1.71525;
1.80157;3.61406;1.71609;
1.80167;3.61319;1.71525;
1.80177;3.61406;1.71609;
1.80187;3.61319;1.71525;
1.80197;3.61406;1.71609;
1.80207;3.61319;1.71525;
1.80217;3.61406;1.71609;
1.80227;3.61319;1.71525;
1.80237;3.61406;1.71609;
1.80247;3.61319;1.71525;
1.80257;3.61406;1.71609;
1.80267;3.61319;1.71525;
1.80277;3.61406;1.71609;
1.80287;3.61319;1.71525;
1.80297;3.61406;1.71609;
1.80307;3.61319;1.71525;
1.80317;3.61406;1.71609;
1.80327;3.61319;1.71525;
1.80337;3.61406;1.71609;
1.80347;3.61319;1.71525;
1.80357;3.61406;1.71609;
1.80367;3.61319;1.71525;
1.80377;3.61406;1.71609;
1.80387;3.61319;1.71525;
1.80397;3.61406;1.71609;
1.80407;3.61319;1.71525;
1.80417;3.61406;1.71609;
1.80427;3.61319;1.71525;
1.80437;3.61406;1.71609;
1.80447;3.61319;1.71525;
1.80457;3.61406;1.71609;
1.80467;3.61319;1.71525;
1.80477;3.61406;1.71609;
1.80487;3.61319;1.71525;
1.80497;3.61406;1.71609;
1.80507;3.61319;1.71525;
1.80517;3.61406;1.71609;
1.80527;3.61319;1.71525;
1.80537;3.61406;1.71609;
1.80547;3.61319;1.71525;
1.80557;3.61406;1.71609;
1.80567;3.61319;1.71525;
1.80577;3.61406;1.71609;
1.80587;3.61319;1.71525;
1.80597;3.61406;1.71609;
1.80607;3.61319;1.71525;
1.80617;3.61406;1.71609;
1.80627;3.61319;1.71525;
1.80637;3.61406;1.71609;
1.80647;3.61319;1.71525;
1.80657;3.61406;1.71609;
1.80667;3.61319;1.71525;
1.80677;3.61406;1.71609;
1.80687;3.61319;1.71525;
1.80697;3.61406;1.71609;
1.80707;3.61319;1.71525;
1.80717;3.61406;1.71609;
1.80727;3.61319;1.71525;
1.80737;3.61406;1.71609;
1.80747;3.61319;1.71525;
1.80757;3.61406;1.71609;
1.80767;3.61319;1.71525;
1.80777;3.61406;1.71609;
1.80787;3.61319;1.71525;
1.80797;3.61406;1.71609;
1.80807;3.61319;1.71525;
1.80817;3.61406;1.71609;
1.80827;3.61319;1.71525;
1.80837;3.61406;1.71609;
1.80847;3.61319;1.71525;
1.80857;3.61406;1.71609;
1.80867;3.61319;1.71525;
1.80877;3.61406;1.71609;
1.80887;3.61319;1.71525;
1.80897;3.61406;1.71609;
1.80907;3.61319;1.71525;
1.80917;3.61406;1.71609;
1.80927;3.61319;1.71525;
1.80937;3.61406;1.71609;
1.80947;3.61319;1.71525;
1.80957;3.61406;1.71609;
1.80967;3.61319;1.71525;
1.80977;3.61406;1.71609;
1.80987;3.61319;1.71525;
1.80997;3.61406;1.71609;
1.81007;3.61319;1.71525;
1.81017;3.61406;1.71609;
1.81027;3.61319;1.71525;
1.81037;3.61406;1.71609;
1.81047;3.61319;1.71525;
1.81057;3.61406;1.71609;
1.81067;3.61319;1.71525;
1.81077;3.61406;1.71609;
1.81087;3.61319;1.71525;
1.81097;3.61406;1.71609;
1.81107;3.61319;1.71525;
1.81117;3.61406;1.71609;
1.81127;3.61319;1.71525;
1.81137;3.61406;1.71609;
1.81147;3.61319;1.71525;
1.81157;3.61406;1.71609;
1.81167;3.61319;1.71525;
1.81177;3.61406;1.71609;
1.81187;3.61319;1.71525;
1.81197;3.61406;1.71609;
1.81207;3.61319;1.71525;
1.81217;3.61406;1.71609;
1.81227;3.61319;1.71525;
1.81237;3.61406;1.71609;
1.81247;3.61319;1.71525;
1.81257;3.61406;1.71609;
1.81267;3.61319;1.71525;
1.81277;3.61406;1.71609;
1.81287;3.61319;1.71525;
1.81297;3.61406;1.71609;
1.81307;3.61319;1.71525;
1.81317;3.61406;1.71609;
1.81327;3.61319;1.71525;
1.81337;3.61406;1.71609;
1.81347;3.61319;1.71525;
1.81357;3.61406;1.71609;
1.81367;3.61319;1.71525;
1.81377;3.61406;1.71609;
1.81387;3.61319;1.71525;
1.81397;3.61406;1.71609;
1.81407;3.61319;1.71525;
1.81417;3.61406;1.71609;
1.81427;3.61319;1.71525;
1.81437;3.61406;1.71609;
1.81447;3.61319;1.71525;
1.81457;3.61406;1.71609;
1.81467;3.61319;1.71525;
1.81477;3.61406;1.71609;
1.81487;3.61319;1.71525;
1.81497;3.61406;1.71609;
1.81507;3.61319;1.71525;
1.81517;3.61406;1.71609;
1.81527;3.61319;1.71525;
1.81537;3.61406;1.71609;
1.81547;3.61319;1.71525;
1.81557;3.61406;1.71609;
1.81567;3.61319;1.71525;
1.81577;3.61406;1.71609;
1.81587;3.61319;1.71525;
1.81597;3.61406;1.71609;
1.81607;3.61319;1.71525;
1.81617;3.61406;1.71609;
1.81627;3.61319;1.71525;
1.81637;3.61406;1.71609;
1.81647;3.61319;1.71525;
1.81657;3.61406;1.71609;
1.81667;3.61319;1.71525;
1.81677;3.61406;1.71609;
1.81687;3.61319;1.71525;
1.81697;3.61406;1.71609;
1.81707;3.61319;1.71525;
1.81717;3.61406;1.71609;
1.81727;3.61319;1.71525;
1.81737;3.61406;1.71609;
1.81747;3.61319;1.71525;
1.81757;3.61406;1.71609;
1.81767;3.61319;1.71525;
1.81777;3.61406;1.71609;
1.81787;3.61319;1.71525;
1.81797;3.61406;1.71609;
1.81807;3.61319;1.71525;
1.81817;3.61406;1.71609;
1.81827;3.61319;1.71525;
1.81837;3.61406;1.71609;
1.81847;3.61319;1.71525;
1.81857;3.61406;1.71609;
1.81867;3.61319;1.71525;
1.81877;3.61406;1.71609;
1.81887;3.61319;1.71525;
1.81897;3.61406;1.71609;
1.81907;3.61319;1.71525;
1.81917;3.61406;1.71609;
1.81927;3.61319;1.71525;
1.81937;3.61406;1.71609;
1.81947;3.61319;1.71525;
1.81957;3.61406;1.71609;
1.81967;3.61319;1.71525;
1.81977;3.61406;1.71609;
1.81987;3.61319;1.71525;
1.81997;3.61406;1.71609;
1.82007;3.61319;1.71525;
1.82017;3.61406;1.71609;
1.82027;3.61319;1.71525;
1.82037;3.61406;1.71609;
1.82047;3.61319;1.71525;
1.82057;3.61406;1.71609;
1.82067;3.61319;1.71525;
1.82077;3.61406;1.71609;
1.82087;3.61319;1.71525;
1.82097;3.61406;1.71609;
1.82107;3.61319;1.71525;
1.82117;3.61406;1.71609;
1.82127;3.61319;1.71525;
1.82137;3.61406;1.71609;
1.82147;3.61319;1.71525;
1.82157;3.61406;1.71609;
1.82167;3.61319;1.71525;
1.82177;3.61406;1.71609;
1.82187;3.61319;1.71525;
1.82197;3.61406;1.71609;
1.82207;3.61319;1.71525;
1.82217;3.61406;1.71609;
1.82227;3.61319;1.71525;
1.82237;3.61406;1.71609;
1.82247;3.61319;1.71525;
1.82257;3.61406;1.71609;
1.82267;3.61319;1.71525;
1.82277;3.61406;1.71609;
1.82287;3.61319;1.71525;
1.82297;3.61406;1.71609;
1.82307;3.61319;1.71525;
1.82317;3.61406;1.71609;
1.82327;3.61319;1.71525;
1.82337;3.61406;1.71609;
1.82347;3.61319;1.71525;
1.82357;3.61406;1.71609;
1.82367;3.61319;1.71525;
1.82377;3.61406;1.71608;
1.82387;3.61319;1.71525;
1.82397;3.61406;1.71608;
1.82407;3.61319;1.71525;
1.82417;3.61406;1.71608;
1.82427;3.61319;1.71525;
1.82437;3.61406;1.71608;
1.82447;3.61319;1.71525;
1.82457;3.61406;1.71608;
1.82467;3.61319;1.71525;
1.82477;3.61406;1.71608;
1.82487;3.61319;1.71525;
1.82497;3.61406;1.71608;
1.82507;3.61319;1.71525;
1.82517;3.61406;1.71608;
1.82527;3.61319;1.71525;
1.82537;3.61406;1.71608;
1.82547;3.61319;1.71525;
1.82557;3.61406;1.71608;
1.82567;3.61319;1.71525;
1.82577;3.61406;1.71608;
1.82587;3.61319;1.71525;
1.82597;3.61406;1.71608;
1.82607;3.61319;1.71525;
1.82617;3.61406;1.71608;
1.82627;3.61319;1.71525;
1.82637;3.61406;1.71608;
1.82647;3.61319;1.71525;
1.82657;3.61406;1.71608;
1.82667;3.61319;1.71525;
1.82677;3.61406;1.71608;
1.82687;3.61319;1.71525;
1.82697;3.61406;1.71608;
1.82707;3.61319;1.71525;
1.82717;3.61406;1.71608;
1.82727;3.61319;1.71525;
1.82737;3.61406;1.71608;
1.82747;3.61319;1.71525;
1.82757;3.61406;1.71608;
1.82767;3.61319;1.71525;
1.82777;3.61406;1.71608;
1.82787;3.61319;1.71525;
1.82797;3.61406;1.71608;
1.82807;3.61319;1.71525;
1.82817;3.61406;1.71608;
1.82827;3.61319;1.71525;
1.82837;3.61406;1.71608;
1.82847;3.61319;1.71525;
1.82857;3.61406;1.71608;
1.82867;3.61319;1.71525;
1.82877;3.61406;1.71608;
1.82887;3.61319;1.71525;
1.82897;3.61406;1.71608;
1.82907;3.61319;1.71525;
1.82917;3.61406;1.71608;
1.82927;3.61319;1.71525;
1.82937;3.61406;1.71608;
1.82947;3.61319;1.71525;
1.82957;3.61406;1.71608;
1.82967;3.61319;1.71525;
1.82977;3.61406;1.71608;
1.82987;3.61319;1.71525;
1.82997;3.61406;1.71608;
1.83007;3.61319;1.71525;
1.83017;3.61406;1.71608;
1.83027;3.61319;1.71525;
1.83037;3.61406;1.71608;
1.83047;3.61319;1.71525;
1.83057;3.61406;1.71608;
1.83067;3.61319;1.71525;
1.83077;3.61406;1.71608;
1.83087;3.61319;1.71525;
1.83097;3.61406;1.71608;
1.83107;3.61319;1.71525;
1.83117;3.61406;1.71608;
1.83127;3.61319;1.71525;
1.83137;3.61406;1.71608;
1.83147;3.61319;1.71525;
1.83157;3.61406;1.71608;
1.83167;3.61319;1.71525;
1.83177;3.61406;1.71608;
1.83187;3.61319;1.71525;
1.83197;3.61406;1.71608;
1.83207;3.61319;1.71525;
1.83217;3.61406;1.71608;
1.83227;3.61319;1.71525;
1.83237;3.61406;1.71608;
1.83247;3.61319;1.71525;
1.83257;3.61406;1.71608;
1.83267;3.61319;1.71525;
1.83277;3.61406;1.71608;
1.83287;3.61319;1.71525;
1.83297;3.61406;1.71608;
1.83307;3.61319;1.71525;
1.83317;3.61406;1.71608;
1.83327;3.61319;1.71525;
1.83337;3.61406;1.71608;
1.83347;3.61319;1.71525;
1.83357;3.61406;1.71608;
1.83367;3.61319;1.71525;
1.83377;3.61406;1.71608;
1.83387;3.61319;1.71525;
1.83397;3.61406;1.71608;
1.83407;3.61319;1.71525;
1.83417;3.61406;1.71608;
1.83427;3.61319;1.71525;
1.83437;3.61406;1.71608;
1.83447;3.61319;1.71525;
1.83457;3.61406;1.71608;
1.83467;3.61319;1.71525;
1.83477;3.61406;1.71608;
1.83487;3.61319;1.71525;
1.83497;3.61406;1.71608;
1.83507;3.61319;1.71525;
1.83517;3.61406;1.71608;
1.83527;3.61319;1.71525;
1.83537;3.61406;1.71608;
1.83547;3.61319;1.71525;
1.83557;3.61406;1.71608;
1.83567;3.61319;1.71525;
1.83577;3.61406;1.71608;
1.83587;3.61319;1.71525;
1.83597;3.61406;1.71608;
1.83607;3.61319;1.71525;
1.83617;3.61406;1.71608;
1.83627;3.61319;1.71525;
1.83637;3.61406;1.71608;
1.83647;3.61319;1.71525;
1.83657;3.61406;1.71608;
1.83667;3.61319;1.71525;
1.83677;3.61406;1.71608;
1.83687;3.61319;1.71525;
1.83697;3.61406;1.71608;
1.83707;3.61319;1.71525;
1.83717;3.61406;1.71608;
1.83727;3.61319;1.71525;
1.83737;3.61406;1.71608;
1.83747;3.61319;1.71525;
1.83757;3.61406;1.71608;
1.83767;3.61319;1.71525;
1.83777;3.61406;1.71608;
1.83787;3.61319;1.71525;
1.83797;3.61406;1.71608;
1.83807;3.61319;1.71525;
1.83817;3.61406;1.71608;
1.83827;3.61319;1.71525;
1.83837;3.61406;1.71608;
1.83847;3.61319;1.71525;
1.83857;3.61406;1.71608;
1.83867;3.61319;1.71525;
1.83877;3.61406;1.71608;
1.83887;3.61319;1.71525;
1.83897;3.61406;1.71608;
1.83907;3.61319;1.71525;
1.83917;3.61406;1.71608;
1.83927;3.61319;1.71525;
1.83937;3.61406;1.71608;
1.83947;3.61319;1.71525;
1.83957;3.61406;1.71608;
1.83967;3.61319;1.71525;
1.83977;3.61406;1.71608;
1.83987;3.61319;1.71525;
1.83997;3.61406;1.71608;
1.84007;3.61319;1.71525;
1.84017;3.61406;1.71608;
1.84027;3.61319;1.71525;
1.84037;3.61406;1.71608;
1.84047;3.61319;1.71525;
1.84057;3.61406;1.71608;
1.84067;3.61319;1.71526;
1.84077;3.61406;1.71608;
1.84087;3.61319;1.71526;
1.84097;3.61406;1.71608;
1.84107;3.61319;1.71526;
1.84117;3.61406;1.71608;
1.84127;3.61319;1.71526;
1.84137;3.61406;1.71608;
1.84147;3.61319;1.71526;
1.84157;3.61406;1.71608;
1.84167;3.61319;1.71526;
1.84177;3.61406;1.71608;
1.84187;3.61319;1.71526;
1.84197;3.61406;1.71608;
1.84207;3.61319;1.71526;
1.84217;3.61406;1.71608;
1.84227;3.61319;1.71526;
1.84237;3.61406;1.71608;
1.84247;3.61319;1.71526;
1.84257;3.61406;1.71608;
1.84267;3.61319;1.71526;
1.84277;3.61406;1.71608;
1.84287;3.61319;1.71526;
1.84297;3.61406;1.71608;
1.84307;3.61319;1.71526;
1.84317;3.61406;1.71608;
1.84327;3.61319;1.71526;
1.84337;3.61406;1.71608;
1.84347;3.61319;1.71526;
1.84357;3.61406;1.71608;
1.84367;3.61319;1.71526;
1.84377;3.61406;1.71608;
1.84387;3.61319;1.71526;
1.84397;3.61406;1.71608;
1.84407;3.61319;1.71526;
1.84417;3.61406;1.71608;
1.84427;3.61319;1.71526;
1.84437;3.61406;1.71608;
1.84447;3.61319;1.71526;
1.84457;3.61406;1.71608;
1.84467;3.61319;1.71526;
1.84477;3.61406;1.71608;
1.84487;3.61319;1.71526;
1.84497;3.61406;1.71608;
1.84507;3.61319;1.71526;
1.84517;3.61406;1.71608;
1.84527;3.61319;1.71526;
1.84537;3.61406;1.71608;
1.84547;3.61319;1.71526;
1.84557;3.61406;1.71608;
1.84567;3.61319;1.71526;
1.84577;3.61406;1.71608;
1.84587;3.61319;1.71526;
1.84597;3.61406;1.71608;
1.84607;3.61319;1.71526;
1.84617;3.61406;1.71608;
1.84627;3.61319;1.71526;
1.84637;3.61406;1.71608;
1.84647;3.61319;1.71526;
1.84657;3.61406;1.71608;
1.84667;3.61319;1.71526;
1.84677;3.61406;1.71608;
1.84687;3.61319;1.71526;
1.84697;3.61406;1.71608;
1.84707;3.61319;1.71526;
1.84717;3.61406;1.71608;
1.84727;3.61319;1.71526;
1.84737;3.61406;1.71608;
1.84747;3.61319;1.71526;
1.84757;3.61406;1.71608;
1.84767;3.61319;1.71526;
1.84777;3.61406;1.71608;
1.84787;3.61319;1.71526;
1.84797;3.61406;1.71608;
1.84807;3.61319;1.71526;
1.84817;3.61406;1.71608;
1.84827;3.61319;1.71526;
1.84837;3.61406;1.71608;
1.84847;3.61319;1.71526;
1.84857;3.61406;1.71608;
1.84867;3.61319;1.71526;
1.84877;3.61406;1.71608;
1.84887;3.61319;1.71526;
1.84897;3.61406;1.71608;
1.84907;3.61319;1.71526;
1.84917;3.61406;1.71608;
1.84927;3.61319;1.71526;
1.84937;3.61406;1.71608;
1.84947;3.61319;1.71526;
1.84957;3.61406;1.71608;
1.84967;3.61319;1.71526;
1.84977;3.61405;1.71608;
1.84987;3.61319;1.71526;
1.84997;3.61405;1.71608;
1.85007;3.61319;1.71526;
1.85017;3.61405;1.71608;
1.85027;3.61319;1.71526;
1.85037;3.61405;1.71608;
1.85047;3.61319;1.71526;
1.85057;3.61405;1.71608;
1.85067;3.61319;1.71526;
1.85077;3.61405;1.71608;
1.85087;3.61319;1.71526;
1.85097;3.61405;1.71608;
1.85107;3.61319;1.71526;
1.85117;3.61405;1.71608;
1.85127;3.61319;1.71526;
1.85137;3.61405;1.71608;
1.85147;3.61319;1.71526;
1.85157;3.61405;1.71608;
1.85167;3.61319;1.71526;
1.85177;3.61405;1.71608;
1.85187;3.61319;1.71526;
1.85197;3.61405;1.71608;
1.85207;3.61319;1.71526;
1.85217;3.61405;1.71608;
1.85227;3.61319;1.71526;
1.85237;3.61405;1.71608;
1.85247;3.61319;1.71526;
1.85257;3.61405;1.71608;
1.85267;3.61319;1.71526;
1.85277;3.61405;1.71608;
1.85287;3.61319;1.71526;
1.85297;3.61405;1.71608;
1.85307;3.61319;1.71526;
1.85317;3.61405;1.71608;
1.85327;3.61319;1.71526;
1.85337;3.61405;1.71608;
1.85347;3.61319;1.71526;
1.85357;3.61405;1.71608;
1.85367;3.61319;1.71526;
1.85377;3.61405;1.71608;
1.85387;3.61319;1.71526;
1.85397;3.61405;1.71608;
1.85407;3.61319;1.71526;
1.85417;3.61405;1.71608;
1.85427;3.61319;1.71526;
1.85437;3.61405;1.71608;
1.85447;3.61319;1.71526;
1.85457;3.61405;1.71608;
1.85467;3.61319;1.71526;
1.85477;3.61405;1.71608;
1.85487;3.61319;1.71526;
1.85497;3.61405;1.71608;
1.85507;3.61319;1.71526;
1.85517;3.61405;1.71608;
1.85527;3.61319;1.71526;
1.85537;3.61405;1.71608;
1.85547;3.61319;1.71526;
1.85557;3.61405;1.71608;
1.85567;3.61319;1.71526;
1.85577;3.61405;1.71608;
1.85587;3.61319;1.71526;
1.85597;3.61405;1.71608;
1.85607;3.61319;1.71526;
1.85617;3.61405;1.71608;
1.85627;3.61319;1.71526;
1.85637;3.61405;1.71608;
1.85647;3.61319;1.71526;
1.85657;3.61405;1.71608;
1.85667;3.61319;1.71526;
1.85677;3.61405;1.71608;
1.85687;3.61319;1.71526;
1.85697;3.61405;1.71608;
1.85707;3.61319;1.71526;
1.85717;3.61405;1.71608;
1.85727;3.61319;1.71526;
1.85737;3.61405;1.71608;
1.85747;3.61319;1.71526;
1.85757;3.61405;1.71608;
1.85767;3.61319;1.71526;
1.85777;3.61405;1.71608;
1.85787;3.61319;1.71526;
1.85797;3.61405;1.71608;
1.85807;3.61319;1.71526;
1.85817;3.61405;1.71608;
1.85827;3.61319;1.71526;
1.85837;3.61405;1.71608;
1.85847;3.61319;1.71526;
1.85857;3.61405;1.71608;
1.85867;3.61319;1.71526;
1.85877;3.61405;1.71608;
1.85887;3.61319;1.71526;
1.85897;3.61405;1.71608;
1.85907;3.61319;1.71526;
1.85917;3.61405;1.71608;
1.85927;3.61319;1.71526;
1.85937;3.61405;1.71608;
1.85947;3.61319;1.71526;
1.85957;3.61405;1.71608;
1.85967;3.61319;1.71526;
1.85977;3.61405;1.71608;
1.85987;3.61319;1.71526;
1.85997;3.61405;1.71608;
1.86007;3.61319;1.71526;
1.86017;3.61405;1.71608;
1.86027;3.61319;1.71526;
1.86037;3.61405;1.71608;
1.86047;3.61319;1.71526;
1.86057;3.61405;1.71608;
1.86067;3.61319;1.71526;
1.86077;3.61405;1.71608;
1.86087;3.61319;1.71526;
1.86097;3.61405;1.71608;
1.86107;3.61319;1.71526;
1.86117;3.61405;1.71608;
1.86127;3.61319;1.71526;
1.86137;3.61405;1.71608;
1.86147;3.61319;1.71526;
1.86157;3.61405;1.71608;
1.86167;3.61319;1.71526;
1.86177;3.61405;1.71608;
1.86187;3.61319;1.71526;
1.86197;3.61405;1.71608;
1.86207;3.61319;1.71526;
1.86217;3.61405;1.71608;
1.86227;3.61319;1.71526;
1.86237;3.61405;1.71608;
1.86247;3.61319;1.71526;
1.86257;3.61405;1.71608;
1.86267;3.61319;1.71526;
1.86277;3.61405;1.71608;
1.86287;3.61319;1.71526;
1.86297;3.61405;1.71608;
1.86307;3.61319;1.71526;
1.86317;3.61405;1.71608;
1.86327;3.61319;1.71526;
1.86337;3.61405;1.71608;
1.86347;3.61319;1.71526;
1.86357;3.61405;1.71608;
1.86367;3.61319;1.71526;
1.86377;3.61405;1.71608;
1.86387;3.61319;1.71526;
1.86397;3.61405;1.71608;
1.86407;3.61319;1.71526;
1.86417;3.61405;1.71608;
1.86427;3.61319;1.71526;
1.86437;3.61405;1.71608;
1.86447;3.61319;1.71526;
1.86457;3.61405;1.71608;
1.86467;3.61319;1.71526;
1.86477;3.61405;1.71608;
1.86487;3.61319;1.71526;
1.86497;3.61405;1.71608;
1.86507;3.61319;1.71526;
1.86517;3.61405;1.71608;
1.86527;3.61319;1.71526;
1.86537;3.61405;1.71608;
1.86547;3.61319;1.71526;
1.86557;3.61405;1.71608;
1.86567;3.61319;1.71526;
1.86577;3.61405;1.71608;
1.86587;3.6132;1.71526;
1.86597;3.61405;1.71608;
1.86607;3.6132;1.71526;
1.86617;3.61405;1.71608;
1.86627;3.6132;1.71526;
1.86637;3.61405;1.71608;
1.86647;3.6132;1.71526;
1.86657;3.61405;1.71608;
1.86667;3.6132;1.71526;
1.86677;3.61405;1.71608;
1.86687;3.6132;1.71526;
1.86697;3.61405;1.71608;
1.86707;3.6132;1.71526;
1.86717;3.61405;1.71608;
1.86727;3.6132;1.71526;
1.86737;3.61405;1.71608;
1.86747;3.6132;1.71526;
1.86757;3.61405;1.71608;
1.86767;3.6132;1.71526;
1.86777;3.61405;1.71608;
1.86787;3.6132;1.71526;
1.86797;3.61405;1.71608;
1.86807;3.6132;1.71526;
1.86817;3.61405;1.71608;
1.86827;3.6132;1.71526;
1.86837;3.61405;1.71608;
1.86847;3.6132;1.71526;
1.86857;3.61405;1.71608;
1.86867;3.6132;1.71526;
1.86877;3.61405;1.71608;
1.86887;3.6132;1.71526;
1.86897;3.61405;1.71608;
1.86907;3.6132;1.71526;
1.86917;3.61405;1.71608;
1.86927;3.6132;1.71526;
1.86937;3.61405;1.71608;
1.86947;3.6132;1.71526;
1.86957;3.61405;1.71608;
1.86967;3.6132;1.71526;
1.86977;3.61405;1.71608;
1.86987;3.6132;1.71526;
1.86997;3.61405;1.71608;
1.87007;3.6132;1.71526;
1.87017;3.61405;1.71608;
1.87027;3.6132;1.71526;
1.87037;3.61405;1.71608;
1.87047;3.6132;1.71526;
1.87057;3.61405;1.71608;
1.87067;3.6132;1.71526;
1.87077;3.61405;1.71608;
1.87087;3.6132;1.71526;
1.87097;3.61405;1.71608;
1.87107;3.6132;1.71526;
1.87117;3.61405;1.71608;
1.87127;3.6132;1.71526;
1.87137;3.61405;1.71608;
1.87147;3.6132;1.71526;
1.87157;3.61405;1.71608;
1.87167;3.6132;1.71526;
1.87177;3.61405;1.71608;
1.87187;3.6132;1.71526;
1.87197;3.61405;1.71608;
1.87207;3.6132;1.71526;
1.87217;3.61405;1.71608;
1.87227;3.6132;1.71526;
1.87237;3.61405;1.71608;
1.87247;3.6132;1.71526;
1.87257;3.61405;1.71608;
1.87267;3.6132;1.71526;
1.87277;3.61405;1.71608;
1.87287;3.6132;1.71526;
1.87297;3.61405;1.71608;
1.87307;3.6132;1.71526;
1.87317;3.61405;1.71608;
1.87327;3.6132;1.71526;
1.87337;3.61405;1.71608;
1.87347;3.6132;1.71526;
1.87357;3.61405;1.71608;
1.87367;3.6132;1.71526;
1.87377;3.61405;1.71608;
1.87387;3.6132;1.71526;
1.87397;3.61405;1.71608;
1.87407;3.6132;1.71526;
1.87417;3.61405;1.71608;
1.87427;3.6132;1.71526;
1.87437;3.61405;1.71608;
1.87447;3.6132;1.71526;
1.87457;3.61405;1.71608;
1.87467;3.6132;1.71526;
1.87477;3.61405;1.71608;
1.87487;3.6132;1.71526;
1.87497;3.61405;1.71608;
1.87507;3.6132;1.71526;
1.87517;3.61405;1.71608;
1.87527;3.6132;1.71526;
1.87537;3.61405;1.71608;
1.87547;3.6132;1.71526;
1.87557;3.61405;1.71608;
1.87567;3.6132;1.71526;
1.87577;3.61405;1.71608;
1.87587;3.6132;1.71526;
1.87597;3.61405;1.71608;
1.87607;3.6132;1.71526;
1.87617;3.61405;1.71608;
1.87627;3.6132;1.71526;
1.87637;3.61405;1.71608;
1.87647;3.6132;1.71526;
1.87657;3.61405;1.71608;
1.87667;3.6132;1.71526;
1.87677;3.61405;1.71608;
1.87687;3.6132;1.71526;
1.87697;3.61405;1.71608;
1.87707;3.6132;1.71526;
1.87717;3.61405;1.71608;
1.87727;3.6132;1.71526;
1.87737;3.61405;1.71608;
1.87747;3.6132;1.71526;
1.87757;3.61405;1.71608;
1.87767;3.6132;1.71526;
1.87777;3.61405;1.71608;
1.87787;3.6132;1.71526;
1.87797;3.61405;1.71608;
1.87807;3.6132;1.71526;
1.87817;3.61405;1.71608;
1.87827;3.6132;1.71526;
1.87837;3.61405;1.71608;
1.87847;3.6132;1.71526;
1.87857;3.61405;1.71608;
1.87867;3.6132;1.71526;
1.87877;3.61405;1.71608;
1.87887;3.6132;1.71526;
1.87897;3.61405;1.71608;
1.87907;3.6132;1.71526;
1.87917;3.61405;1.71608;
1.87927;3.6132;1.71526;
1.87937;3.61405;1.71608;
1.87947;3.6132;1.71526;
1.87957;3.61405;1.71608;
1.87967;3.6132;1.71526;
1.87977;3.61405;1.71608;
1.87987;3.6132;1.71526;
1.87997;3.61405;1.71608;
1.88007;3.6132;1.71526;
1.88017;3.61405;1.71608;
1.88027;3.6132;1.71526;
1.88037;3.61405;1.71608;
1.88047;3.6132;1.71526;
1.88057;3.61405;1.71608;
1.88067;3.6132;1.71526;
1.88077;3.61405;1.71608;
1.88087;3.6132;1.71526;
1.88097;3.61405;1.71608;
1.88107;3.6132;1.71526;
