time;V(/VCAP);V(/VOUT);
0.0370978;2.37402;3.61584;
0.0371978;2.37533;3.61136;
0.0372978;2.37664;3.61584;
0.0373978;2.37795;3.61136;
0.0374978;2.37926;3.61584;
0.0375978;2.38057;3.61136;
0.0376978;2.38188;3.61584;
0.0377978;2.38319;3.61136;
0.0378978;2.3845;3.61584;
0.0379978;2.38581;3.61136;
0.0380978;2.38711;3.61584;
0.0381978;2.38842;3.61136;
0.0382978;2.38972;3.61584;
0.0383978;2.39103;3.61136;
0.0384978;2.39233;3.61584;
0.0385978;2.39364;3.61136;
0.0386978;2.39494;3.61584;
0.0387978;2.39624;3.61136;
0.0388978;2.39754;3.61584;
0.0389978;2.39884;3.61136;
0.0390978;2.40014;3.61584;
0.0391978;2.40144;3.61136;
0.0392978;2.40274;3.61583;
0.0393978;2.40404;3.61136;
0.0394978;2.40534;3.61583;
0.0395978;2.40663;3.61136;
0.0396978;2.40793;3.61583;
0.0397978;2.40923;3.61136;
0.0398978;2.41052;3.61583;
0.0399978;2.41182;3.61136;
0.0400978;2.41311;3.61583;
0.0401978;2.4144;3.61136;
0.0402978;2.4157;3.61583;
0.0403978;2.41699;3.61136;
0.0404978;2.41828;3.61583;
0.0405978;2.41957;3.61136;
0.0406978;2.42086;3.61583;
0.0407978;2.42215;3.61136;
0.0408978;2.42344;3.61583;
0.0409978;2.42472;3.61136;
0.0410978;2.42601;3.61583;
0.0411978;2.4273;3.61136;
0.0412978;2.42858;3.61583;
0.0413978;2.42987;3.61136;
0.0414978;2.43115;3.61583;
0.0415978;2.43244;3.61136;
0.0416978;2.43372;3.61583;
0.0417978;2.435;3.61136;
0.0418978;2.43629;3.61583;
0.0419978;2.43757;3.61136;
0.0420978;2.43885;3.61583;
0.0421978;2.44013;3.61136;
0.0422978;2.44141;3.61583;
0.0423978;2.44269;3.61136;
0.0424978;2.44397;3.61583;
0.0425978;2.44524;3.61136;
0.0426978;2.44652;3.61583;
0.0427978;2.4478;3.61136;
0.0428978;2.44907;3.61583;
0.0429978;2.45035;3.61136;
0.0430978;2.45162;3.61583;
0.0431978;2.4529;3.61136;
0.0432978;2.45417;3.61583;
0.0433978;2.45544;3.61136;
0.0434978;2.45671;3.61583;
0.0435978;2.45798;3.61136;
0.0436978;2.45925;3.61583;
0.0437978;2.46052;3.61136;
0.0438978;2.46179;3.61583;
0.0439978;2.46306;3.61136;
0.0440978;2.46433;3.61583;
0.0441978;2.4656;3.61136;
0.0442978;2.46687;3.61583;
0.0443978;2.46813;3.61136;
0.0444978;2.4694;3.61583;
0.0445978;2.47066;3.61136;
0.0446978;2.47193;3.61583;
0.0447978;2.47319;3.61136;
0.0448978;2.47445;3.61583;
0.0449978;2.47572;3.61136;
0.0450978;2.47698;3.61583;
0.0451978;2.47824;3.61136;
0.0452978;2.4795;3.61583;
0.0453978;2.48076;3.61136;
0.0454978;2.48202;3.61583;
0.0455978;2.48328;3.61136;
0.0456978;2.48453;3.61583;
0.0457978;2.48579;3.61136;
0.0458978;2.48705;3.61583;
0.0459978;2.4883;3.61136;
0.0460978;2.48956;3.61583;
0.0461978;2.49081;3.61136;
0.0462978;2.49207;3.61583;
0.0463978;2.49332;3.61136;
0.0464978;2.49458;3.61583;
0.0465978;2.49583;3.61136;
0.0466978;2.49708;3.61583;
0.0467978;2.49833;3.61136;
0.0468978;2.49958;3.61583;
0.0469978;2.50083;3.61136;
0.0470978;2.50208;3.61583;
0.0471978;2.50333;3.61136;
0.0472978;2.50458;3.61583;
0.0473978;2.50582;3.61136;
0.0474978;2.50707;3.61583;
0.0475978;2.50832;3.61136;
0.0476978;2.50956;3.61583;
0.0477978;2.51081;3.61136;
0.0478978;2.51205;3.61583;
0.0479978;2.5133;3.61136;
0.0480978;2.51454;3.61583;
0.0481978;2.51578;3.61136;
0.0482978;2.51702;3.61583;
0.0483978;2.51826;3.61136;
0.0484978;2.5195;3.61583;
0.0485978;2.52074;3.61136;
0.0486978;2.52198;3.61583;
0.0487978;2.52322;3.61136;
0.0488978;2.52446;3.61583;
0.0489978;2.5257;3.61136;
0.0490978;2.52693;3.61583;
0.0491978;2.52817;3.61136;
0.0492978;2.52941;3.61583;
0.0493978;2.53064;3.61137;
0.0494978;2.53187;3.61583;
0.0495978;2.53311;3.61137;
0.0496978;2.53434;3.61583;
0.0497978;2.53557;3.61137;
0.0498978;2.53681;3.61583;
0.0499978;2.53804;3.61137;
0.0500978;2.53927;3.61583;
0.0501978;2.5405;3.61137;
0.0502978;2.54173;3.61583;
0.0503978;2.54296;3.61137;
0.0504978;2.54418;3.61583;
0.0505978;2.54541;3.61137;
0.0506978;2.54664;3.61583;
0.0507978;2.54786;3.61137;
0.0508978;2.54909;3.61583;
0.0509978;2.55032;3.61137;
0.0510978;2.55154;3.61583;
0.0511978;2.55276;3.61137;
0.0512978;2.55399;3.61583;
0.0513978;2.55521;3.61137;
0.0514978;2.55643;3.61583;
0.0515978;2.55765;3.61137;
0.0516978;2.55887;3.61583;
0.0517978;2.56009;3.61137;
0.0518978;2.56131;3.61583;
0.0519978;2.56253;3.61137;
0.0520978;2.56375;3.61583;
