time;V(/VCAP);V(/VOUT);
0.064328;1.99725;3.44797;
0.064428;1.9975;3.44797;
0.064528;1.99775;3.44797;
0.064628;1.998;3.44797;
0.064728;1.99825;3.44797;
0.064828;1.9985;3.44797;
0.064928;1.99875;3.44797;
0.065028;1.999;3.44797;
0.065128;1.99925;3.44797;
0.065228;1.9995;3.44797;
0.065328;1.99975;3.44797;
0.065428;2;3.44797;
0.065528;2.00025;3.44797;
0.065628;2.0005;3.44797;
0.065728;2.00075;3.44797;
0.065828;2.001;3.44797;
0.065928;2.00125;3.44797;
0.066028;2.0015;3.44797;
0.066128;2.00175;3.44797;
0.066228;2.002;3.44797;
0.066328;2.00225;3.44797;
0.066428;2.0025;3.44797;
0.066528;2.00275;3.44797;
0.066628;2.003;3.44797;
0.066728;2.00325;3.44797;
0.066828;2.0035;3.44797;
0.066928;2.00375;3.44797;
0.067028;2.004;3.44797;
0.067128;2.00425;3.44797;
0.067228;2.00449;3.44797;
0.067328;2.00474;3.44797;
0.067428;2.00499;3.44797;
0.067528;2.00524;3.44797;
0.067628;2.00549;3.44797;
0.067728;2.00574;3.44797;
0.067828;2.00599;3.44797;
0.067928;2.00624;3.44797;
0.068028;2.00649;3.44797;
0.068128;2.00674;3.44797;
0.068228;2.00699;3.44797;
0.068328;2.00724;3.44797;
0.068428;2.00749;3.44797;
0.068528;2.00774;3.44797;
0.068628;2.00799;3.44797;
0.068728;2.00824;3.44797;
0.068828;2.00849;3.44797;
0.068928;2.00874;3.44797;
0.069028;2.00899;3.44797;
0.069128;2.00923;3.44797;
0.069228;2.00948;3.44797;
0.069328;2.00973;3.44797;
0.069428;2.00998;3.44797;
0.069528;2.01023;3.44797;
0.069628;2.01048;3.44797;
0.069728;2.01073;3.44797;
0.069828;2.01098;3.44797;
0.069928;2.01123;3.44797;
0.070028;2.01148;3.44797;
0.070128;2.01173;3.44797;
0.070228;2.01197;3.44797;
0.070328;2.01222;3.44797;
0.070428;2.01247;3.44797;
0.070528;2.01272;3.44797;
0.070628;2.01297;3.44797;
0.070728;2.01322;3.44797;
0.070828;2.01347;3.44797;
0.070928;2.01372;3.44797;
0.071028;2.01397;3.44797;
0.071128;2.01422;3.44797;
0.071228;2.01446;3.44797;
0.071328;2.01471;3.44797;
0.071428;2.01496;3.44797;
0.071528;2.01521;3.44797;
0.071628;2.01546;3.44797;
0.071728;2.01571;3.44797;
0.071828;2.01596;3.44797;
0.071928;2.01621;3.44797;
0.072028;2.01645;3.44797;
0.072128;2.0167;3.44797;
0.072228;2.01695;3.44797;
0.072328;2.0172;3.44797;
0.072428;2.01745;3.44797;
0.072528;2.0177;3.44797;
0.072628;2.01795;3.44797;
0.072728;2.01819;3.44797;
0.072828;2.01844;3.44797;
0.072928;2.01869;3.44797;
0.073028;2.01894;3.44797;
0.073128;2.01919;3.44797;
0.073228;2.01944;3.44797;
0.073328;2.01968;3.44797;
0.073428;2.01993;3.44797;
0.073528;2.02018;3.44797;
0.073628;2.02043;3.44797;
0.073728;2.02068;3.44797;
0.073828;2.02093;3.44797;
0.073928;2.02117;3.44797;
0.074028;2.02142;3.44797;
0.074128;2.02167;3.44797;
0.074228;2.02192;3.44797;
0.074328;2.02217;3.44797;
0.074428;2.02242;3.44797;
0.074528;2.02266;3.44797;
0.074628;2.02291;3.44797;
0.074728;2.02316;3.44797;
0.074828;2.02341;3.44797;
0.074928;2.02366;3.44797;
0.075028;2.0239;3.44797;
0.075128;2.02415;3.44797;
0.075228;2.0244;3.44797;
0.075328;2.02465;3.44797;
0.075428;2.0249;3.44797;
0.075528;2.02514;3.44797;
0.075628;2.02539;3.44797;
0.075728;2.02564;3.44797;
0.075828;2.02589;3.44797;
0.075928;2.02614;3.44797;
0.076028;2.02638;3.44797;
0.076128;2.02663;3.44797;
0.076228;2.02688;3.44797;
0.076328;2.02713;3.44797;
0.076428;2.02737;3.44797;
0.076528;2.02762;3.44797;
0.076628;2.02787;3.44797;
0.076728;2.02812;3.44797;
0.076828;2.02836;3.44797;
0.076928;2.02861;3.44797;
0.077028;2.02886;3.44797;
0.077128;2.02911;3.44797;
0.077228;2.02936;3.44797;
0.077328;2.0296;3.44797;
0.077428;2.02985;3.44797;
0.077528;2.0301;3.44797;
0.077628;2.03035;3.44797;
0.077728;2.03059;3.44797;
0.077828;2.03084;3.44797;
0.077928;2.03109;3.44797;
0.078028;2.03134;3.44797;
0.078128;2.03158;3.44797;
0.078228;2.03183;3.44797;
0.078328;2.03208;3.44797;
0.078428;2.03232;3.44797;
0.078528;2.03257;3.44797;
0.078628;2.03282;3.44797;
0.078728;2.03307;3.44797;
0.078828;2.03331;3.44797;
0.078928;2.03356;3.44797;
0.079028;2.03381;3.44797;
0.079128;2.03406;3.44797;
0.079228;2.0343;3.44797;
0.079328;2.03455;3.44797;
0.079428;2.0348;3.44797;
0.079528;2.03504;3.44797;
0.079628;2.03529;3.44797;
0.079728;2.03554;3.44797;
0.079828;2.03578;3.44797;
0.079928;2.03603;3.44797;
0.080028;2.03628;3.44797;
0.080128;2.03653;3.44797;
0.080228;2.03677;3.44797;
0.080328;2.03702;3.44797;
0.080428;2.03727;3.44797;
0.080528;2.03751;3.44797;
0.080628;2.03776;3.44797;
0.080728;2.03801;3.44797;
0.080828;2.03825;3.44797;
0.080928;2.0385;3.44797;
0.081028;2.03875;3.44797;
0.081128;2.03899;3.44797;
0.081228;2.03924;3.44797;
0.081328;2.03949;3.44797;
0.081428;2.03973;3.44797;
0.081528;2.03998;3.44797;
0.081628;2.04023;3.44797;
0.081728;2.04047;3.44797;
0.081828;2.04072;3.44797;
0.081928;2.04097;3.44797;
0.082028;2.04121;3.44797;
0.082128;2.04146;3.44797;
0.082228;2.04171;3.44797;
0.082328;2.04195;3.44797;
0.082428;2.0422;3.44797;
0.082528;2.04245;3.44797;
0.082628;2.04269;3.44797;
0.082728;2.04294;3.44797;
0.082828;2.04319;3.44797;
0.082928;2.04343;3.44797;
0.083028;2.04368;3.44797;
0.083128;2.04393;3.44797;
0.083228;2.04417;3.44797;
0.083328;2.04442;3.44797;
0.083428;2.04466;3.44797;
0.083528;2.04491;3.44797;
0.083628;2.04516;3.44797;
0.083728;2.0454;3.44797;
0.083828;2.04565;3.44797;
0.083928;2.0459;3.44797;
0.084028;2.04614;3.44797;
0.084128;2.04639;3.44797;
0.084228;2.04663;3.44797;
0.084328;2.04688;3.44797;
0.084428;2.04713;3.44797;
0.084528;2.04737;3.44797;
0.084628;2.04762;3.44797;
0.084728;2.04786;3.44797;
0.084828;2.04811;3.44797;
0.084928;2.04836;3.44797;
0.085028;2.0486;3.44797;
0.085128;2.04885;3.44797;
0.085228;2.04909;3.44797;
0.085328;2.04934;3.44797;
0.085428;2.04959;3.44797;
0.085528;2.04983;3.44797;
0.085628;2.05008;3.44797;
0.085728;2.05032;3.44797;
0.085828;2.05057;3.44797;
0.085928;2.05082;3.44797;
0.086028;2.05106;3.44797;
0.086128;2.05131;3.44797;
