time;I(D1);P(R3);V(/VOUT);V(Net-_D1-K_);
0.75101;7.6703e-15;1.94151e-26;0.00767014;2.5312e-12;
0.75111;7.72538e-15;1.96949e-26;0.00772522;2.54938e-12;
0.75121;7.67028e-15;1.9415e-26;0.00767012;2.53119e-12;
0.75131;7.7254e-15;1.9695e-26;0.00772524;2.54938e-12;
0.75141;7.67026e-15;1.94149e-26;0.0076701;2.53119e-12;
0.75151;7.72542e-15;1.96951e-26;0.00772526;2.54939e-12;
0.75161;7.67024e-15;1.94147e-26;0.00767008;2.53118e-12;
0.75171;7.72544e-15;1.96952e-26;0.00772528;2.5494e-12;
0.75181;7.67022e-15;1.94146e-26;0.00767006;2.53117e-12;
0.75191;7.72546e-15;1.96953e-26;0.0077253;2.5494e-12;
0.75201;7.67019e-15;1.94145e-26;0.00767003;2.53116e-12;
0.75211;7.72548e-15;1.96954e-26;0.00772532;2.54941e-12;
0.75221;7.67017e-15;1.94144e-26;0.00767001;2.53116e-12;
0.75231;7.7255e-15;1.96955e-26;0.00772534;2.54942e-12;
0.75241;7.67015e-15;1.94143e-26;0.00766999;2.53115e-12;
0.75251;7.72552e-15;1.96956e-26;0.00772536;2.54942e-12;
0.75261;7.67013e-15;1.94142e-26;0.00766997;2.53114e-12;
0.75271;7.72554e-15;1.96957e-26;0.00772538;2.54943e-12;
0.75281;7.67011e-15;1.94141e-26;0.00766995;2.53113e-12;
0.75291;7.72556e-15;1.96958e-26;0.0077254;2.54944e-12;
0.75301;7.67008e-15;1.9414e-26;0.00766992;2.53113e-12;
0.75311;7.72558e-15;1.96959e-26;0.00772542;2.54944e-12;
0.75321;7.67006e-15;1.94138e-26;0.0076699;2.53112e-12;
0.75331;7.7256e-15;1.9696e-26;0.00772544;2.54945e-12;
0.75341;7.67004e-15;1.94137e-26;0.00766988;2.53111e-12;
0.75351;7.72562e-15;1.96961e-26;0.00772546;2.54946e-12;
0.75361;7.67002e-15;1.94136e-26;0.00766986;2.53111e-12;
0.75371;7.72564e-15;1.96962e-26;0.00772548;2.54946e-12;
0.75381;7.67e-15;1.94135e-26;0.00766984;2.5311e-12;
0.75391;7.72566e-15;1.96963e-26;0.0077255;2.54947e-12;
0.75401;7.66997e-15;1.94134e-26;0.00766981;2.53109e-12;
0.75411;7.72568e-15;1.96964e-26;0.00772552;2.54948e-12;
0.75421;7.66995e-15;1.94133e-26;0.00766979;2.53108e-12;
0.75431;7.7257e-15;1.96965e-26;0.00772554;2.54948e-12;
0.75441;7.66993e-15;1.94132e-26;0.00766977;2.53108e-12;
0.75451;7.72572e-15;1.96966e-26;0.00772556;2.54949e-12;
0.75461;7.66991e-15;1.94131e-26;0.00766975;2.53107e-12;
0.75471;7.72574e-15;1.96967e-26;0.00772558;2.5495e-12;
0.75481;7.66989e-15;1.9413e-26;0.00766973;2.53106e-12;
0.75491;7.72576e-15;1.96968e-26;0.0077256;2.5495e-12;
0.75501;7.66987e-15;1.94129e-26;0.00766971;2.53106e-12;
0.75511;7.72578e-15;1.9697e-26;0.00772562;2.54951e-12;
0.75521;7.66984e-15;1.94127e-26;0.00766968;2.53105e-12;
0.75531;7.7258e-15;1.96971e-26;0.00772564;2.54952e-12;
0.75541;7.66982e-15;1.94126e-26;0.00766966;2.53104e-12;
0.75551;7.72582e-15;1.96972e-26;0.00772566;2.54952e-12;
0.75561;7.6698e-15;1.94125e-26;0.00766964;2.53103e-12;
0.75571;7.72584e-15;1.96973e-26;0.00772568;2.54953e-12;
0.75581;7.66978e-15;1.94124e-26;0.00766962;2.53103e-12;
0.75591;7.72586e-15;1.96974e-26;0.0077257;2.54953e-12;
0.75601;7.66976e-15;1.94123e-26;0.0076696;2.53102e-12;
0.75611;7.72588e-15;1.96975e-26;0.00772572;2.54954e-12;
0.75621;7.66974e-15;1.94122e-26;0.00766958;2.53101e-12;
0.75631;7.7259e-15;1.96976e-26;0.00772574;2.54955e-12;
0.75641;7.66971e-15;1.94121e-26;0.00766955;2.53101e-12;
0.75651;7.72592e-15;1.96977e-26;0.00772576;2.54955e-12;
0.75661;7.66969e-15;1.9412e-26;0.00766953;2.531e-12;
0.75671;7.72594e-15;1.96978e-26;0.00772578;2.54956e-12;
0.75681;7.66967e-15;1.94119e-26;0.00766951;2.53099e-12;
0.75691;7.72596e-15;1.96979e-26;0.0077258;2.54957e-12;
0.75701;7.66965e-15;1.94118e-26;0.00766949;2.53098e-12;
0.75711;7.72598e-15;1.9698e-26;0.00772582;2.54957e-12;
0.75721;7.66963e-15;1.94117e-26;0.00766947;2.53098e-12;
0.75731;7.726e-15;1.96981e-26;0.00772584;2.54958e-12;
0.75741;7.66961e-15;1.94115e-26;0.00766945;2.53097e-12;
0.75751;7.72602e-15;1.96982e-26;0.00772586;2.54959e-12;
0.75761;7.66959e-15;1.94114e-26;0.00766943;2.53096e-12;
0.75771;7.72604e-15;1.96983e-26;0.00772588;2.54959e-12;
0.75781;7.66956e-15;1.94113e-26;0.0076694;2.53096e-12;
0.75791;7.72606e-15;1.96984e-26;0.0077259;2.5496e-12;
0.75801;7.66954e-15;1.94112e-26;0.00766938;2.53095e-12;
0.75811;7.72608e-15;1.96985e-26;0.00772592;2.54961e-12;
0.75821;7.66952e-15;1.94111e-26;0.00766936;2.53094e-12;
0.75831;7.7261e-15;1.96986e-26;0.00772594;2.54961e-12;
0.75841;7.6695e-15;1.9411e-26;0.00766934;2.53093e-12;
0.75851;7.72612e-15;1.96987e-26;0.00772596;2.54962e-12;
0.75861;7.66948e-15;1.94109e-26;0.00766932;2.53093e-12;
0.75871;7.72614e-15;1.96988e-26;0.00772598;2.54963e-12;
0.75881;7.66946e-15;1.94108e-26;0.0076693;2.53092e-12;
0.75891;7.72616e-15;1.96989e-26;0.007726;2.54963e-12;
0.75901;7.66944e-15;1.94107e-26;0.00766928;2.53091e-12;
0.75911;7.72618e-15;1.9699e-26;0.00772602;2.54964e-12;
0.75921;7.66941e-15;1.94106e-26;0.00766925;2.53091e-12;
0.75931;7.7262e-15;1.96991e-26;0.00772604;2.54965e-12;
0.75941;7.66939e-15;1.94105e-26;0.00766923;2.5309e-12;
0.75951;7.72622e-15;1.96992e-26;0.00772606;2.54965e-12;
0.75961;7.66937e-15;1.94104e-26;0.00766921;2.53089e-12;
0.75971;7.72624e-15;1.96993e-26;0.00772608;2.54966e-12;
0.75981;7.66935e-15;1.94103e-26;0.00766919;2.53089e-12;
0.75991;7.72626e-15;1.96994e-26;0.0077261;2.54966e-12;
0.76001;7.66933e-15;1.94101e-26;0.00766917;2.53088e-12;
0.76011;7.72628e-15;1.96995e-26;0.00772611;2.54967e-12;
0.76021;7.66931e-15;1.941e-26;0.00766915;2.53087e-12;
0.76031;7.7263e-15;1.96996e-26;0.00772613;2.54968e-12;
0.76041;7.66929e-15;1.94099e-26;0.00766913;2.53087e-12;
0.76051;7.72631e-15;1.96997e-26;0.00772615;2.54968e-12;
0.76061;7.66927e-15;1.94098e-26;0.00766911;2.53086e-12;
0.76071;7.72633e-15;1.96998e-26;0.00772617;2.54969e-12;
0.76081;7.66925e-15;1.94097e-26;0.00766909;2.53085e-12;
0.76091;7.72635e-15;1.96999e-26;0.00772619;2.5497e-12;
0.76101;7.66922e-15;1.94096e-26;0.00766907;2.53084e-12;
0.76111;7.72637e-15;1.97e-26;0.00772621;2.5497e-12;
0.76121;7.6692e-15;1.94095e-26;0.00766904;2.53084e-12;
0.76131;7.72639e-15;1.97001e-26;0.00772623;2.54971e-12;
0.76141;7.66918e-15;1.94094e-26;0.00766902;2.53083e-12;
0.76151;7.72641e-15;1.97002e-26;0.00772625;2.54972e-12;
0.76161;7.66916e-15;1.94093e-26;0.007669;2.53082e-12;
0.76171;7.72643e-15;1.97003e-26;0.00772627;2.54972e-12;
0.76181;7.66914e-15;1.94092e-26;0.00766898;2.53082e-12;
0.76191;7.72645e-15;1.97003e-26;0.00772629;2.54973e-12;
0.76201;7.66912e-15;1.94091e-26;0.00766896;2.53081e-12;
0.76211;7.72647e-15;1.97004e-26;0.00772631;2.54973e-12;
0.76221;7.6691e-15;1.9409e-26;0.00766894;2.5308e-12;
0.76231;7.72649e-15;1.97005e-26;0.00772633;2.54974e-12;
0.76241;7.66908e-15;1.94089e-26;0.00766892;2.5308e-12;
0.76251;7.72651e-15;1.97006e-26;0.00772635;2.54975e-12;
0.76261;7.66906e-15;1.94088e-26;0.0076689;2.53079e-12;
0.76271;7.72653e-15;1.97007e-26;0.00772637;2.54975e-12;
0.76281;7.66904e-15;1.94087e-26;0.00766888;2.53078e-12;
0.76291;7.72655e-15;1.97008e-26;0.00772638;2.54976e-12;
0.76301;7.66902e-15;1.94086e-26;0.00766886;2.53078e-12;
0.76311;7.72656e-15;1.97009e-26;0.0077264;2.54977e-12;
0.76321;7.669e-15;1.94085e-26;0.00766884;2.53077e-12;
0.76331;7.72658e-15;1.9701e-26;0.00772642;2.54977e-12;
0.76341;7.66897e-15;1.94083e-26;0.00766882;2.53076e-12;
0.76351;7.7266e-15;1.97011e-26;0.00772644;2.54978e-12;
0.76361;7.66895e-15;1.94082e-26;0.00766879;2.53075e-12;
0.76371;7.72662e-15;1.97012e-26;0.00772646;2.54979e-12;
0.76381;7.66893e-15;1.94081e-26;0.00766877;2.53075e-12;
0.76391;7.72664e-15;1.97013e-26;0.00772648;2.54979e-12;
0.76401;7.66891e-15;1.9408e-26;0.00766875;2.53074e-12;
0.76411;7.72666e-15;1.97014e-26;0.0077265;2.5498e-12;
0.76421;7.66889e-15;1.94079e-26;0.00766873;2.53073e-12;
0.76431;7.72668e-15;1.97015e-26;0.00772652;2.5498e-12;
0.76441;7.66887e-15;1.94078e-26;0.00766871;2.53073e-12;
0.76451;7.7267e-15;1.97016e-26;0.00772654;2.54981e-12;
0.76461;7.66885e-15;1.94077e-26;0.00766869;2.53072e-12;
0.76471;7.72672e-15;1.97017e-26;0.00772656;2.54982e-12;
0.76481;7.66883e-15;1.94076e-26;0.00766867;2.53071e-12;
0.76491;7.72674e-15;1.97018e-26;0.00772657;2.54982e-12;
0.76501;7.66881e-15;1.94075e-26;0.00766865;2.53071e-12;
0.76511;7.72675e-15;1.97019e-26;0.00772659;2.54983e-12;
0.76521;7.66879e-15;1.94074e-26;0.00766863;2.5307e-12;
0.76531;7.72677e-15;1.9702e-26;0.00772661;2.54984e-12;
0.76541;7.66877e-15;1.94073e-26;0.00766861;2.53069e-12;
0.76551;7.72679e-15;1.97021e-26;0.00772663;2.54984e-12;
0.76561;7.66875e-15;1.94072e-26;0.00766859;2.53069e-12;
0.76571;7.72681e-15;1.97022e-26;0.00772665;2.54985e-12;
0.76581;7.66873e-15;1.94071e-26;0.00766857;2.53068e-12;
0.76591;7.72683e-15;1.97023e-26;0.00772667;2.54985e-12;
0.76601;7.66871e-15;1.9407e-26;0.00766855;2.53067e-12;
0.76611;7.72685e-15;1.97024e-26;0.00772669;2.54986e-12;
0.76621;7.66869e-15;1.94069e-26;0.00766853;2.53067e-12;
0.76631;7.72687e-15;1.97025e-26;0.00772671;2.54987e-12;
0.76641;7.66867e-15;1.94068e-26;0.00766851;2.53066e-12;
0.76651;7.72689e-15;1.97026e-26;0.00772673;2.54987e-12;
0.76661;7.66865e-15;1.94067e-26;0.00766849;2.53065e-12;
0.76671;7.72691e-15;1.97027e-26;0.00772674;2.54988e-12;
0.76681;7.66863e-15;1.94066e-26;0.00766847;2.53065e-12;
0.76691;7.72692e-15;1.97028e-26;0.00772676;2.54988e-12;
0.76701;7.66861e-15;1.94065e-26;0.00766845;2.53064e-12;
0.76711;7.72694e-15;1.97029e-26;0.00772678;2.54989e-12;
0.76721;7.66859e-15;1.94064e-26;0.00766843;2.53063e-12;
0.76731;7.72696e-15;1.9703e-26;0.0077268;2.5499e-12;
0.76741;7.66857e-15;1.94063e-26;0.00766841;2.53063e-12;
0.76751;7.72698e-15;1.97031e-26;0.00772682;2.5499e-12;
0.76761;7.66855e-15;1.94062e-26;0.00766839;2.53062e-12;
0.76771;7.727e-15;1.97031e-26;0.00772684;2.54991e-12;
0.76781;7.66853e-15;1.94061e-26;0.00766837;2.53061e-12;
0.76791;7.72702e-15;1.97032e-26;0.00772686;2.54992e-12;
0.76801;7.66851e-15;1.9406e-26;0.00766835;2.53061e-12;
0.76811;7.72704e-15;1.97033e-26;0.00772687;2.54992e-12;
0.76821;7.66849e-15;1.94059e-26;0.00766833;2.5306e-12;
0.76831;7.72705e-15;1.97034e-26;0.00772689;2.54993e-12;
0.76841;7.66847e-15;1.94058e-26;0.00766831;2.53059e-12;
0.76851;7.72707e-15;1.97035e-26;0.00772691;2.54993e-12;
0.76861;7.66844e-15;1.94057e-26;0.00766829;2.53059e-12;
0.76871;7.72709e-15;1.97036e-26;0.00772693;2.54994e-12;
0.76881;7.66842e-15;1.94056e-26;0.00766827;2.53058e-12;
0.76891;7.72711e-15;1.97037e-26;0.00772695;2.54995e-12;
0.76901;7.6684e-15;1.94055e-26;0.00766825;2.53057e-12;
0.76911;7.72713e-15;1.97038e-26;0.00772697;2.54995e-12;
0.76921;7.66838e-15;1.94054e-26;0.00766823;2.53057e-12;
0.76931;7.72715e-15;1.97039e-26;0.00772699;2.54996e-12;
0.76941;7.66836e-15;1.94053e-26;0.00766821;2.53056e-12;
0.76951;7.72717e-15;1.9704e-26;0.007727;2.54996e-12;
0.76961;7.66834e-15;1.94052e-26;0.00766819;2.53055e-12;
0.76971;7.72718e-15;1.97041e-26;0.00772702;2.54997e-12;
0.76981;7.66832e-15;1.94051e-26;0.00766817;2.53055e-12;
0.76991;7.7272e-15;1.97042e-26;0.00772704;2.54998e-12;
0.77001;7.6683e-15;1.9405e-26;0.00766815;2.53054e-12;
0.77011;7.72722e-15;1.97043e-26;0.00772706;2.54998e-12;
0.77021;7.66829e-15;1.94049e-26;0.00766813;2.53053e-12;
0.77031;7.72724e-15;1.97044e-26;0.00772708;2.54999e-12;
0.77041;7.66827e-15;1.94048e-26;0.00766811;2.53053e-12;
0.77051;7.72726e-15;1.97045e-26;0.0077271;2.54999e-12;
0.77061;7.66825e-15;1.94047e-26;0.00766809;2.53052e-12;
0.77071;7.72728e-15;1.97046e-26;0.00772711;2.55e-12;
0.77081;7.66823e-15;1.94046e-26;0.00766807;2.53051e-12;
0.77091;7.72729e-15;1.97047e-26;0.00772713;2.55001e-12;
0.77101;7.66821e-15;1.94045e-26;0.00766805;2.53051e-12;
0.77111;7.72731e-15;1.97047e-26;0.00772715;2.55001e-12;
0.77121;7.66819e-15;1.94044e-26;0.00766803;2.5305e-12;
0.77131;7.72733e-15;1.97048e-26;0.00772717;2.55002e-12;
0.77141;7.66817e-15;1.94043e-26;0.00766801;2.53049e-12;
0.77151;7.72735e-15;1.97049e-26;0.00772719;2.55002e-12;
0.77161;7.66815e-15;1.94042e-26;0.00766799;2.53049e-12;
0.77171;7.72737e-15;1.9705e-26;0.00772721;2.55003e-12;
0.77181;7.66813e-15;1.94041e-26;0.00766797;2.53048e-12;
0.77191;7.72738e-15;1.97051e-26;0.00772722;2.55004e-12;
0.77201;7.66811e-15;1.9404e-26;0.00766795;2.53048e-12;
0.77211;7.7274e-15;1.97052e-26;0.00772724;2.55004e-12;
0.77221;7.66809e-15;1.94039e-26;0.00766793;2.53047e-12;
0.77231;7.72742e-15;1.97053e-26;0.00772726;2.55005e-12;
0.77241;7.66807e-15;1.94038e-26;0.00766791;2.53046e-12;
0.77251;7.72744e-15;1.97054e-26;0.00772728;2.55005e-12;
0.77261;7.66805e-15;1.94037e-26;0.00766789;2.53046e-12;
0.77271;7.72746e-15;1.97055e-26;0.0077273;2.55006e-12;
0.77281;7.66803e-15;1.94036e-26;0.00766787;2.53045e-12;
0.77291;7.72748e-15;1.97056e-26;0.00772731;2.55007e-12;
0.77301;7.66801e-15;1.94035e-26;0.00766785;2.53044e-12;
0.77311;7.72749e-15;1.97057e-26;0.00772733;2.55007e-12;
0.77321;7.66799e-15;1.94034e-26;0.00766783;2.53044e-12;
0.77331;7.72751e-15;1.97058e-26;0.00772735;2.55008e-12;
0.77341;7.66797e-15;1.94033e-26;0.00766781;2.53043e-12;
0.77351;7.72753e-15;1.97059e-26;0.00772737;2.55008e-12;
0.77361;7.66795e-15;1.94032e-26;0.00766779;2.53042e-12;
0.77371;7.72755e-15;1.97059e-26;0.00772739;2.55009e-12;
0.77381;7.66793e-15;1.94031e-26;0.00766777;2.53042e-12;
0.77391;7.72757e-15;1.9706e-26;0.0077274;2.5501e-12;
0.77401;7.66791e-15;1.9403e-26;0.00766775;2.53041e-12;
0.77411;7.72758e-15;1.97061e-26;0.00772742;2.5501e-12;
0.77421;7.66789e-15;1.94029e-26;0.00766773;2.5304e-12;
0.77431;7.7276e-15;1.97062e-26;0.00772744;2.55011e-12;
0.77441;7.66787e-15;1.94028e-26;0.00766771;2.5304e-12;
0.77451;7.72762e-15;1.97063e-26;0.00772746;2.55011e-12;
0.77461;7.66785e-15;1.94027e-26;0.00766769;2.53039e-12;
0.77471;7.72764e-15;1.97064e-26;0.00772748;2.55012e-12;
0.77481;7.66783e-15;1.94026e-26;0.00766767;2.53039e-12;
0.77491;7.72765e-15;1.97065e-26;0.00772749;2.55013e-12;
0.77501;7.66781e-15;1.94025e-26;0.00766765;2.53038e-12;
0.77511;7.72767e-15;1.97066e-26;0.00772751;2.55013e-12;
0.77521;7.6678e-15;1.94024e-26;0.00766764;2.53037e-12;
0.77531;7.72769e-15;1.97067e-26;0.00772753;2.55014e-12;
0.77541;7.66778e-15;1.94023e-26;0.00766762;2.53037e-12;
0.77551;7.72771e-15;1.97068e-26;0.00772755;2.55014e-12;
0.77561;7.66776e-15;1.94022e-26;0.0076676;2.53036e-12;
0.77571;7.72773e-15;1.97069e-26;0.00772757;2.55015e-12;
0.77581;7.66774e-15;1.94021e-26;0.00766758;2.53035e-12;
0.77591;7.72774e-15;1.97069e-26;0.00772758;2.55016e-12;
0.77601;7.66772e-15;1.9402e-26;0.00766756;2.53035e-12;
0.77611;7.72776e-15;1.9707e-26;0.0077276;2.55016e-12;
0.77621;7.6677e-15;1.94019e-26;0.00766754;2.53034e-12;
0.77631;7.72778e-15;1.97071e-26;0.00772762;2.55017e-12;
0.77641;7.66768e-15;1.94018e-26;0.00766752;2.53033e-12;
0.77651;7.7278e-15;1.97072e-26;0.00772764;2.55017e-12;
0.77661;7.66766e-15;1.94017e-26;0.0076675;2.53033e-12;
0.77671;7.72781e-15;1.97073e-26;0.00772765;2.55018e-12;
0.77681;7.66764e-15;1.94016e-26;0.00766748;2.53032e-12;
0.77691;7.72783e-15;1.97074e-26;0.00772767;2.55018e-12;
0.77701;7.66762e-15;1.94015e-26;0.00766746;2.53032e-12;
0.77711;7.72785e-15;1.97075e-26;0.00772769;2.55019e-12;
0.77721;7.6676e-15;1.94014e-26;0.00766744;2.53031e-12;
0.77731;7.72787e-15;1.97076e-26;0.00772771;2.5502e-12;
0.77741;7.66758e-15;1.94013e-26;0.00766742;2.5303e-12;
0.77751;7.72789e-15;1.97077e-26;0.00772772;2.5502e-12;
0.77761;7.66756e-15;1.94012e-26;0.00766741;2.5303e-12;
0.77771;7.7279e-15;1.97078e-26;0.00772774;2.55021e-12;
0.77781;7.66755e-15;1.94011e-26;0.00766739;2.53029e-12;
0.77791;7.72792e-15;1.97078e-26;0.00772776;2.55021e-12;
0.77801;7.66753e-15;1.9401e-26;0.00766737;2.53028e-12;
0.77811;7.72794e-15;1.97079e-26;0.00772778;2.55022e-12;
0.77821;7.66751e-15;1.94009e-26;0.00766735;2.53028e-12;
0.77831;7.72796e-15;1.9708e-26;0.00772779;2.55023e-12;
0.77841;7.66749e-15;1.94008e-26;0.00766733;2.53027e-12;
0.77851;7.72797e-15;1.97081e-26;0.00772781;2.55023e-12;
0.77861;7.66747e-15;1.94007e-26;0.00766731;2.53027e-12;
0.77871;7.72799e-15;1.97082e-26;0.00772783;2.55024e-12;
0.77881;7.66745e-15;1.94006e-26;0.00766729;2.53026e-12;
0.77891;7.72801e-15;1.97083e-26;0.00772785;2.55024e-12;
0.77901;7.66743e-15;1.94005e-26;0.00766727;2.53025e-12;
0.77911;7.72803e-15;1.97084e-26;0.00772786;2.55025e-12;
0.77921;7.66741e-15;1.94004e-26;0.00766725;2.53025e-12;
0.77931;7.72804e-15;1.97085e-26;0.00772788;2.55025e-12;
0.77941;7.66739e-15;1.94003e-26;0.00766723;2.53024e-12;
0.77951;7.72806e-15;1.97086e-26;0.0077279;2.55026e-12;
0.77961;7.66738e-15;1.94003e-26;0.00766722;2.53023e-12;
0.77971;7.72808e-15;1.97086e-26;0.00772792;2.55027e-12;
0.77981;7.66736e-15;1.94002e-26;0.0076672;2.53023e-12;
0.77991;7.72809e-15;1.97087e-26;0.00772793;2.55027e-12;
0.78001;7.66734e-15;1.94001e-26;0.00766718;2.53022e-12;
0.78011;7.72811e-15;1.97088e-26;0.00772795;2.55028e-12;
0.78021;7.66732e-15;1.94e-26;0.00766716;2.53022e-12;
0.78031;7.72813e-15;1.97089e-26;0.00772797;2.55028e-12;
0.78041;7.6673e-15;1.93999e-26;0.00766714;2.53021e-12;
0.78051;7.72815e-15;1.9709e-26;0.00772799;2.55029e-12;
0.78061;7.66728e-15;1.93998e-26;0.00766712;2.5302e-12;
0.78071;7.72816e-15;1.97091e-26;0.007728;2.55029e-12;
0.78081;7.66726e-15;1.93997e-26;0.0076671;2.5302e-12;
0.78091;7.72818e-15;1.97092e-26;0.00772802;2.5503e-12;
0.78101;7.66724e-15;1.93996e-26;0.00766708;2.53019e-12;
0.78111;7.7282e-15;1.97093e-26;0.00772804;2.55031e-12;
0.78121;7.66723e-15;1.93995e-26;0.00766707;2.53018e-12;
0.78131;7.72822e-15;1.97094e-26;0.00772805;2.55031e-12;
0.78141;7.66721e-15;1.93994e-26;0.00766705;2.53018e-12;
0.78151;7.72823e-15;1.97094e-26;0.00772807;2.55032e-12;
0.78161;7.66719e-15;1.93993e-26;0.00766703;2.53017e-12;
0.78171;7.72825e-15;1.97095e-26;0.00772809;2.55032e-12;
0.78181;7.66717e-15;1.93992e-26;0.00766701;2.53017e-12;
0.78191;7.72827e-15;1.97096e-26;0.00772811;2.55033e-12;
0.78201;7.66715e-15;1.93991e-26;0.00766699;2.53016e-12;
0.78211;7.72828e-15;1.97097e-26;0.00772812;2.55033e-12;
0.78221;7.66713e-15;1.9399e-26;0.00766697;2.53015e-12;
0.78231;7.7283e-15;1.97098e-26;0.00772814;2.55034e-12;
0.78241;7.66711e-15;1.93989e-26;0.00766695;2.53015e-12;
0.78251;7.72832e-15;1.97099e-26;0.00772816;2.55035e-12;
0.78261;7.6671e-15;1.93988e-26;0.00766694;2.53014e-12;
0.78271;7.72834e-15;1.971e-26;0.00772817;2.55035e-12;
0.78281;7.66708e-15;1.93987e-26;0.00766692;2.53014e-12;
0.78291;7.72835e-15;1.97101e-26;0.00772819;2.55036e-12;
0.78301;7.66706e-15;1.93987e-26;0.0076669;2.53013e-12;
0.78311;7.72837e-15;1.97101e-26;0.00772821;2.55036e-12;
0.78321;7.66704e-15;1.93986e-26;0.00766688;2.53012e-12;
0.78331;7.72839e-15;1.97102e-26;0.00772823;2.55037e-12;
0.78341;7.66702e-15;1.93985e-26;0.00766686;2.53012e-12;
0.78351;7.7284e-15;1.97103e-26;0.00772824;2.55037e-12;
0.78361;7.667e-15;1.93984e-26;0.00766684;2.53011e-12;
0.78371;7.72842e-15;1.97104e-26;0.00772826;2.55038e-12;
0.78381;7.66699e-15;1.93983e-26;0.00766683;2.53011e-12;
0.78391;7.72844e-15;1.97105e-26;0.00772828;2.55038e-12;
0.78401;7.66697e-15;1.93982e-26;0.00766681;2.5301e-12;
0.78411;7.72845e-15;1.97106e-26;0.00772829;2.55039e-12;
0.78421;7.66695e-15;1.93981e-26;0.00766679;2.53009e-12;
0.78431;7.72847e-15;1.97107e-26;0.00772831;2.5504e-12;
0.78441;7.66693e-15;1.9398e-26;0.00766677;2.53009e-12;
0.78451;7.72849e-15;1.97107e-26;0.00772833;2.5504e-12;
0.78461;7.66691e-15;1.93979e-26;0.00766675;2.53008e-12;
0.78471;7.72851e-15;1.97108e-26;0.00772834;2.55041e-12;
0.78481;7.66689e-15;1.93978e-26;0.00766673;2.53008e-12;
0.78491;7.72852e-15;1.97109e-26;0.00772836;2.55041e-12;
0.78501;7.66688e-15;1.93977e-26;0.00766672;2.53007e-12;
0.78511;7.72854e-15;1.9711e-26;0.00772838;2.55042e-12;
0.78521;7.66686e-15;1.93976e-26;0.0076667;2.53006e-12;
0.78531;7.72856e-15;1.97111e-26;0.00772839;2.55042e-12;
0.78541;7.66684e-15;1.93975e-26;0.00766668;2.53006e-12;
0.78551;7.72857e-15;1.97112e-26;0.00772841;2.55043e-12;
0.78561;7.66682e-15;1.93975e-26;0.00766666;2.53005e-12;
0.78571;7.72859e-15;1.97113e-26;0.00772843;2.55043e-12;
0.78581;7.6668e-15;1.93974e-26;0.00766664;2.53005e-12;
0.78591;7.72861e-15;1.97113e-26;0.00772844;2.55044e-12;
0.78601;7.66679e-15;1.93973e-26;0.00766663;2.53004e-12;
0.78611;7.72862e-15;1.97114e-26;0.00772846;2.55045e-12;
0.78621;7.66677e-15;1.93972e-26;0.00766661;2.53003e-12;
0.78631;7.72864e-15;1.97115e-26;0.00772848;2.55045e-12;
0.78641;7.66675e-15;1.93971e-26;0.00766659;2.53003e-12;
0.78651;7.72866e-15;1.97116e-26;0.00772849;2.55046e-12;
0.78661;7.66673e-15;1.9397e-26;0.00766657;2.53002e-12;
0.78671;7.72867e-15;1.97117e-26;0.00772851;2.55046e-12;
0.78681;7.66671e-15;1.93969e-26;0.00766655;2.53002e-12;
0.78691;7.72869e-15;1.97118e-26;0.00772853;2.55047e-12;
0.78701;7.6667e-15;1.93968e-26;0.00766654;2.53001e-12;
0.78711;7.72871e-15;1.97119e-26;0.00772854;2.55047e-12;
0.78721;7.66668e-15;1.93967e-26;0.00766652;2.53e-12;
0.78731;7.72872e-15;1.97119e-26;0.00772856;2.55048e-12;
0.78741;7.66666e-15;1.93966e-26;0.0076665;2.53e-12;
0.78751;7.72874e-15;1.9712e-26;0.00772858;2.55048e-12;
0.78761;7.66664e-15;1.93965e-26;0.00766648;2.52999e-12;
0.78771;7.72876e-15;1.97121e-26;0.00772859;2.55049e-12;
0.78781;7.66662e-15;1.93964e-26;0.00766646;2.52999e-12;
0.78791;7.72877e-15;1.97122e-26;0.00772861;2.55049e-12;
0.78801;7.66661e-15;1.93964e-26;0.00766645;2.52998e-12;
0.78811;7.72879e-15;1.97123e-26;0.00772863;2.5505e-12;
0.78821;7.66659e-15;1.93963e-26;0.00766643;2.52997e-12;
0.78831;7.72881e-15;1.97124e-26;0.00772864;2.55051e-12;
0.78841;7.66657e-15;1.93962e-26;0.00766641;2.52997e-12;
0.78851;7.72882e-15;1.97124e-26;0.00772866;2.55051e-12;
0.78861;7.66655e-15;1.93961e-26;0.00766639;2.52996e-12;
0.78871;7.72884e-15;1.97125e-26;0.00772868;2.55052e-12;
0.78881;7.66653e-15;1.9396e-26;0.00766637;2.52996e-12;
0.78891;7.72885e-15;1.97126e-26;0.00772869;2.55052e-12;
0.78901;7.66652e-15;1.93959e-26;0.00766636;2.52995e-12;
0.78911;7.72887e-15;1.97127e-26;0.00772871;2.55053e-12;
0.78921;7.6665e-15;1.93958e-26;0.00766634;2.52994e-12;
0.78931;7.72889e-15;1.97128e-26;0.00772873;2.55053e-12;
0.78941;7.66648e-15;1.93957e-26;0.00766632;2.52994e-12;
0.78951;7.7289e-15;1.97129e-26;0.00772874;2.55054e-12;
0.78961;7.66646e-15;1.93956e-26;0.0076663;2.52993e-12;
0.78971;7.72892e-15;1.97129e-26;0.00772876;2.55054e-12;
