time;I(D1);P(R3);V(/VOUT);V(Net-_D1-K_);
0.291102;0.00520509;0.00894063;3.61573;1.71768;
0.291202;0.00519275;0.00889827;3.61147;1.71361;
0.291302;0.00520509;0.00894063;3.61573;1.71768;
0.291402;0.00519275;0.00889828;3.61147;1.71361;
0.291502;0.00520509;0.00894063;3.61573;1.71768;
0.291602;0.00519275;0.00889828;3.61147;1.71361;
0.291702;0.00520509;0.00894063;3.61573;1.71768;
0.291802;0.00519275;0.00889828;3.61147;1.71361;
0.291902;0.00520509;0.00894063;3.61573;1.71768;
0.292002;0.00519275;0.00889828;3.61147;1.71361;
0.292102;0.00520509;0.00894063;3.61573;1.71768;
0.292202;0.00519275;0.00889828;3.61147;1.71361;
0.292302;0.00520509;0.00894063;3.61573;1.71768;
0.292402;0.00519275;0.00889828;3.61147;1.71361;
0.292502;0.00520509;0.00894063;3.61573;1.71768;
0.292602;0.00519275;0.00889828;3.61147;1.71361;
0.292702;0.00520509;0.00894063;3.61573;1.71768;
0.292802;0.00519275;0.00889828;3.61147;1.71361;
0.292902;0.00520509;0.00894063;3.61573;1.71768;
0.293002;0.00519275;0.00889828;3.61147;1.71361;
0.293102;0.00520509;0.00894063;3.61573;1.71768;
0.293202;0.00519275;0.00889828;3.61147;1.71361;
0.293302;0.00520509;0.00894063;3.61573;1.71768;
0.293402;0.00519275;0.00889828;3.61147;1.71361;
0.293502;0.00520509;0.00894062;3.61573;1.71768;
0.293602;0.00519275;0.00889828;3.61147;1.71361;
0.293702;0.00520509;0.00894062;3.61573;1.71768;
0.293802;0.00519275;0.00889829;3.61147;1.71361;
0.293902;0.00520509;0.00894062;3.61573;1.71768;
0.294002;0.00519275;0.00889829;3.61147;1.71361;
0.294102;0.00520509;0.00894062;3.61573;1.71768;
0.294202;0.00519275;0.00889829;3.61147;1.71361;
0.294302;0.00520509;0.00894062;3.61573;1.71768;
0.294402;0.00519275;0.00889829;3.61147;1.71361;
0.294502;0.00520509;0.00894062;3.61573;1.71768;
0.294602;0.00519275;0.00889829;3.61147;1.71361;
0.294702;0.00520509;0.00894062;3.61573;1.71768;
0.294802;0.00519275;0.00889829;3.61147;1.71361;
0.294902;0.00520509;0.00894062;3.61573;1.71768;
0.295002;0.00519275;0.00889829;3.61147;1.71361;
0.295102;0.00520509;0.00894062;3.61573;1.71768;
0.295202;0.00519275;0.00889829;3.61147;1.71361;
0.295302;0.00520509;0.00894062;3.61572;1.71768;
0.295402;0.00519275;0.00889829;3.61147;1.71361;
0.295502;0.00520509;0.00894062;3.61572;1.71768;
0.295602;0.00519275;0.00889829;3.61147;1.71361;
0.295702;0.00520509;0.00894062;3.61572;1.71768;
0.295802;0.00519275;0.00889829;3.61147;1.71361;
0.295902;0.00520509;0.00894061;3.61572;1.71768;
0.296002;0.00519275;0.00889829;3.61147;1.71361;
0.296102;0.00520509;0.00894061;3.61572;1.71768;
0.296202;0.00519275;0.0088983;3.61147;1.71361;
0.296302;0.00520509;0.00894061;3.61572;1.71768;
0.296402;0.00519275;0.0088983;3.61147;1.71361;
0.296502;0.00520509;0.00894061;3.61572;1.71768;
0.296602;0.00519275;0.0088983;3.61147;1.71361;
0.296702;0.00520509;0.00894061;3.61572;1.71768;
0.296802;0.00519275;0.0088983;3.61147;1.71361;
0.296902;0.00520509;0.00894061;3.61572;1.71768;
0.297002;0.00519275;0.0088983;3.61147;1.71361;
0.297102;0.00520509;0.00894061;3.61572;1.71768;
0.297202;0.00519275;0.0088983;3.61147;1.71361;
0.297302;0.00520508;0.00894061;3.61572;1.71768;
0.297402;0.00519275;0.0088983;3.61147;1.71361;
0.297502;0.00520508;0.00894061;3.61572;1.71768;
0.297602;0.00519275;0.0088983;3.61147;1.71361;
0.297702;0.00520508;0.00894061;3.61572;1.71768;
0.297802;0.00519275;0.0088983;3.61147;1.71361;
0.297902;0.00520508;0.00894061;3.61572;1.71768;
0.298002;0.00519276;0.0088983;3.61147;1.71361;
0.298102;0.00520508;0.00894061;3.61572;1.71768;
0.298202;0.00519276;0.0088983;3.61147;1.71361;
0.298302;0.00520508;0.00894061;3.61572;1.71768;
0.298402;0.00519276;0.0088983;3.61147;1.71361;
0.298502;0.00520508;0.0089406;3.61572;1.71768;
0.298602;0.00519276;0.00889831;3.61147;1.71361;
0.298702;0.00520508;0.0089406;3.61572;1.71768;
0.298802;0.00519276;0.00889831;3.61147;1.71361;
0.298902;0.00520508;0.0089406;3.61572;1.71768;
0.299002;0.00519276;0.00889831;3.61147;1.71361;
0.299102;0.00520508;0.0089406;3.61572;1.71768;
0.299202;0.00519276;0.00889831;3.61147;1.71361;
0.299302;0.00520508;0.0089406;3.61572;1.71768;
0.299402;0.00519276;0.00889831;3.61147;1.71361;
0.299502;0.00520508;0.0089406;3.61572;1.71768;
0.299602;0.00519276;0.00889831;3.61147;1.71361;
0.299702;0.00520508;0.0089406;3.61572;1.71768;
0.299802;0.00519276;0.00889831;3.61147;1.71361;
0.299902;0.00520508;0.0089406;3.61572;1.71768;
0.300002;0.00519276;0.00889831;3.61147;1.71361;
0.300102;0.00520508;0.0089406;3.61572;1.71768;
0.300202;0.00519276;0.00889831;3.61147;1.71361;
0.300302;0.00520508;0.0089406;3.61572;1.71768;
0.300402;0.00519276;0.00889831;3.61147;1.71361;
0.300502;0.00520508;0.0089406;3.61572;1.71768;
0.300602;0.00519276;0.00889831;3.61147;1.71361;
0.300702;0.00520508;0.0089406;3.61572;1.71768;
0.300802;0.00519276;0.00889831;3.61147;1.71361;
0.300902;0.00520508;0.0089406;3.61572;1.71768;
0.301002;0.00519276;0.00889832;3.61147;1.71361;
0.301102;0.00520508;0.00894059;3.61572;1.71768;
0.301202;0.00519276;0.00889832;3.61147;1.71361;
0.301302;0.00520508;0.00894059;3.61572;1.71768;
0.301402;0.00519276;0.00889832;3.61147;1.71361;
0.301502;0.00520508;0.00894059;3.61572;1.71768;
0.301602;0.00519276;0.00889832;3.61147;1.71361;
0.301702;0.00520508;0.00894059;3.61572;1.71768;
0.301802;0.00519276;0.00889832;3.61147;1.71361;
0.301902;0.00520508;0.00894059;3.61572;1.71768;
0.302002;0.00519276;0.00889832;3.61147;1.71361;
0.302102;0.00520508;0.00894059;3.61572;1.71768;
0.302202;0.00519276;0.00889832;3.61147;1.71361;
0.302302;0.00520508;0.00894059;3.61572;1.71768;
0.302402;0.00519276;0.00889832;3.61147;1.71361;
0.302502;0.00520508;0.00894059;3.61572;1.71768;
0.302602;0.00519276;0.00889832;3.61147;1.71361;
0.302702;0.00520508;0.00894059;3.61572;1.71768;
0.302802;0.00519276;0.00889832;3.61147;1.71361;
0.302902;0.00520508;0.00894059;3.61572;1.71768;
0.303002;0.00519276;0.00889832;3.61147;1.71361;
0.303102;0.00520508;0.00894059;3.61572;1.71768;
0.303202;0.00519276;0.00889832;3.61147;1.71361;
0.303302;0.00520508;0.00894059;3.61572;1.71768;
0.303402;0.00519276;0.00889833;3.61147;1.71361;
0.303502;0.00520508;0.00894059;3.61572;1.71768;
0.303602;0.00519276;0.00889833;3.61147;1.71361;
0.303702;0.00520508;0.00894058;3.61572;1.71768;
0.303802;0.00519276;0.00889833;3.61147;1.71361;
0.303902;0.00520508;0.00894058;3.61572;1.71768;
0.304002;0.00519276;0.00889833;3.61147;1.71361;
0.304102;0.00520508;0.00894058;3.61572;1.71768;
0.304202;0.00519276;0.00889833;3.61147;1.71361;
0.304302;0.00520508;0.00894058;3.61572;1.71768;
0.304402;0.00519276;0.00889833;3.61147;1.71361;
0.304502;0.00520508;0.00894058;3.61572;1.71768;
0.304602;0.00519276;0.00889833;3.61147;1.71361;
0.304702;0.00520508;0.00894058;3.61572;1.71768;
0.304802;0.00519276;0.00889833;3.61147;1.71361;
0.304902;0.00520508;0.00894058;3.61572;1.71768;
0.305002;0.00519276;0.00889833;3.61147;1.71361;
0.305102;0.00520508;0.00894058;3.61572;1.71768;
0.305202;0.00519276;0.00889833;3.61147;1.71361;
0.305302;0.00520508;0.00894058;3.61572;1.71767;
0.305402;0.00519276;0.00889833;3.61147;1.71361;
0.305502;0.00520508;0.00894058;3.61572;1.71767;
0.305602;0.00519276;0.00889833;3.61147;1.71361;
0.305702;0.00520508;0.00894058;3.61572;1.71767;
0.305802;0.00519276;0.00889834;3.61147;1.71361;
0.305902;0.00520507;0.00894058;3.61572;1.71767;
0.306002;0.00519276;0.00889834;3.61147;1.71361;
0.306102;0.00520507;0.00894057;3.61572;1.71767;
0.306202;0.00519277;0.00889834;3.61147;1.71361;
0.306302;0.00520507;0.00894057;3.61572;1.71767;
0.306402;0.00519277;0.00889834;3.61147;1.71361;
0.306502;0.00520507;0.00894057;3.61572;1.71767;
0.306602;0.00519277;0.00889834;3.61147;1.71361;
0.306702;0.00520507;0.00894057;3.61572;1.71767;
0.306802;0.00519277;0.00889834;3.61147;1.71361;
0.306902;0.00520507;0.00894057;3.61572;1.71767;
0.307002;0.00519277;0.00889834;3.61147;1.71361;
0.307102;0.00520507;0.00894057;3.61572;1.71767;
0.307202;0.00519277;0.00889834;3.61147;1.71361;
0.307302;0.00520507;0.00894057;3.61572;1.71767;
0.307402;0.00519277;0.00889834;3.61147;1.71361;
0.307502;0.00520507;0.00894057;3.61572;1.71767;
0.307602;0.00519277;0.00889834;3.61147;1.71361;
0.307702;0.00520507;0.00894057;3.61572;1.71767;
0.307802;0.00519277;0.00889834;3.61148;1.71361;
0.307902;0.00520507;0.00894057;3.61572;1.71767;
0.308002;0.00519277;0.00889834;3.61148;1.71361;
0.308102;0.00520507;0.00894057;3.61572;1.71767;
0.308202;0.00519277;0.00889835;3.61148;1.71361;
0.308302;0.00520507;0.00894057;3.61572;1.71767;
0.308402;0.00519277;0.00889835;3.61148;1.71361;
0.308502;0.00520507;0.00894057;3.61572;1.71767;
0.308602;0.00519277;0.00889835;3.61148;1.71361;
0.308702;0.00520507;0.00894056;3.61572;1.71767;
0.308802;0.00519277;0.00889835;3.61148;1.71361;
0.308902;0.00520507;0.00894056;3.61572;1.71767;
0.309002;0.00519277;0.00889835;3.61148;1.71361;
0.309102;0.00520507;0.00894056;3.61572;1.71767;
0.309202;0.00519277;0.00889835;3.61148;1.71361;
0.309302;0.00520507;0.00894056;3.61572;1.71767;
0.309402;0.00519277;0.00889835;3.61148;1.71361;
0.309502;0.00520507;0.00894056;3.61572;1.71767;
0.309602;0.00519277;0.00889835;3.61148;1.71361;
0.309702;0.00520507;0.00894056;3.61572;1.71767;
0.309802;0.00519277;0.00889835;3.61148;1.71361;
0.309902;0.00520507;0.00894056;3.61572;1.71767;
0.310002;0.00519277;0.00889835;3.61148;1.71361;
0.310102;0.00520507;0.00894056;3.61572;1.71767;
0.310202;0.00519277;0.00889835;3.61148;1.71361;
0.310302;0.00520507;0.00894056;3.61572;1.71767;
0.310402;0.00519277;0.00889835;3.61148;1.71361;
0.310502;0.00520507;0.00894056;3.61572;1.71767;
0.310602;0.00519277;0.00889836;3.61148;1.71361;
0.310702;0.00520507;0.00894056;3.61572;1.71767;
0.310802;0.00519277;0.00889836;3.61148;1.71361;
0.310902;0.00520507;0.00894056;3.61572;1.71767;
0.311002;0.00519277;0.00889836;3.61148;1.71361;
0.311102;0.00520507;0.00894056;3.61572;1.71767;
0.311202;0.00519277;0.00889836;3.61148;1.71361;
0.311302;0.00520507;0.00894055;3.61572;1.71767;
0.311402;0.00519277;0.00889836;3.61148;1.71361;
0.311502;0.00520507;0.00894055;3.61572;1.71767;
0.311602;0.00519277;0.00889836;3.61148;1.71361;
0.311702;0.00520507;0.00894055;3.61572;1.71767;
0.311802;0.00519277;0.00889836;3.61148;1.71361;
0.311902;0.00520507;0.00894055;3.61572;1.71767;
0.312002;0.00519277;0.00889836;3.61148;1.71361;
0.312102;0.00520507;0.00894055;3.61572;1.71767;
0.312202;0.00519277;0.00889836;3.61148;1.71361;
0.312302;0.00520507;0.00894055;3.61572;1.71767;
0.312402;0.00519277;0.00889836;3.61148;1.71361;
0.312502;0.00520507;0.00894055;3.61572;1.71767;
0.312602;0.00519277;0.00889836;3.61148;1.71361;
0.312702;0.00520507;0.00894055;3.61572;1.71767;
0.312802;0.00519277;0.00889836;3.61148;1.71362;
0.312902;0.00520507;0.00894055;3.61572;1.71767;
0.313002;0.00519277;0.00889837;3.61148;1.71362;
0.313102;0.00520507;0.00894055;3.61572;1.71767;
0.313202;0.00519277;0.00889837;3.61148;1.71362;
0.313302;0.00520507;0.00894055;3.61572;1.71767;
0.313402;0.00519277;0.00889837;3.61148;1.71362;
0.313502;0.00520507;0.00894055;3.61572;1.71767;
0.313602;0.00519277;0.00889837;3.61148;1.71362;
0.313702;0.00520507;0.00894055;3.61572;1.71767;
0.313802;0.00519277;0.00889837;3.61148;1.71362;
0.313902;0.00520507;0.00894054;3.61572;1.71767;
0.314002;0.00519277;0.00889837;3.61148;1.71362;
0.314102;0.00520507;0.00894054;3.61572;1.71767;
0.314202;0.00519277;0.00889837;3.61148;1.71362;
0.314302;0.00520507;0.00894054;3.61572;1.71767;
0.314402;0.00519277;0.00889837;3.61148;1.71362;
0.314502;0.00520507;0.00894054;3.61572;1.71767;
0.314602;0.00519278;0.00889837;3.61148;1.71362;
0.314702;0.00520506;0.00894054;3.61572;1.71767;
0.314802;0.00519278;0.00889837;3.61148;1.71362;
0.314902;0.00520506;0.00894054;3.61572;1.71767;
0.315002;0.00519278;0.00889837;3.61148;1.71362;
0.315102;0.00520506;0.00894054;3.61572;1.71767;
0.315202;0.00519278;0.00889837;3.61148;1.71362;
0.315302;0.00520506;0.00894054;3.61572;1.71767;
0.315402;0.00519278;0.00889837;3.61148;1.71362;
0.315502;0.00520506;0.00894054;3.61572;1.71767;
0.315602;0.00519278;0.00889838;3.61148;1.71362;
0.315702;0.00520506;0.00894054;3.61572;1.71767;
0.315802;0.00519278;0.00889838;3.61148;1.71362;
0.315902;0.00520506;0.00894054;3.61572;1.71767;
0.316002;0.00519278;0.00889838;3.61148;1.71362;
0.316102;0.00520506;0.00894054;3.61572;1.71767;
0.316202;0.00519278;0.00889838;3.61148;1.71362;
0.316302;0.00520506;0.00894053;3.61572;1.71767;
0.316402;0.00519278;0.00889838;3.61148;1.71362;
0.316502;0.00520506;0.00894053;3.61572;1.71767;
0.316602;0.00519278;0.00889838;3.61148;1.71362;
0.316702;0.00520506;0.00894053;3.61572;1.71767;
0.316802;0.00519278;0.00889838;3.61148;1.71362;
0.316902;0.00520506;0.00894053;3.61572;1.71767;
0.317002;0.00519278;0.00889838;3.61148;1.71362;
0.317102;0.00520506;0.00894053;3.61572;1.71767;
0.317202;0.00519278;0.00889838;3.61148;1.71362;
0.317302;0.00520506;0.00894053;3.61572;1.71767;
0.317402;0.00519278;0.00889838;3.61148;1.71362;
0.317502;0.00520506;0.00894053;3.61572;1.71767;
0.317602;0.00519278;0.00889838;3.61148;1.71362;
0.317702;0.00520506;0.00894053;3.61572;1.71767;
0.317802;0.00519278;0.00889838;3.61148;1.71362;
0.317902;0.00520506;0.00894053;3.61572;1.71767;
0.318002;0.00519278;0.00889839;3.61148;1.71362;
0.318102;0.00520506;0.00894053;3.61572;1.71767;
0.318202;0.00519278;0.00889839;3.61148;1.71362;
0.318302;0.00520506;0.00894053;3.61572;1.71767;
0.318402;0.00519278;0.00889839;3.61148;1.71362;
0.318502;0.00520506;0.00894053;3.61572;1.71767;
0.318602;0.00519278;0.00889839;3.61148;1.71362;
0.318702;0.00520506;0.00894053;3.61572;1.71767;
0.318802;0.00519278;0.00889839;3.61148;1.71362;
0.318902;0.00520506;0.00894052;3.61572;1.71767;
0.319002;0.00519278;0.00889839;3.61148;1.71362;
0.319102;0.00520506;0.00894052;3.61572;1.71767;
0.319202;0.00519278;0.00889839;3.61148;1.71362;
0.319302;0.00520506;0.00894052;3.61572;1.71767;
0.319402;0.00519278;0.00889839;3.61148;1.71362;
0.319502;0.00520506;0.00894052;3.61572;1.71767;
0.319602;0.00519278;0.00889839;3.61148;1.71362;
0.319702;0.00520506;0.00894052;3.61572;1.71767;
0.319802;0.00519278;0.00889839;3.61148;1.71362;
0.319902;0.00520506;0.00894052;3.61572;1.71767;
0.320002;0.00519278;0.00889839;3.61148;1.71362;
0.320102;0.00520506;0.00894052;3.61572;1.71767;
0.320202;0.00519278;0.00889839;3.61148;1.71362;
0.320302;0.00520506;0.00894052;3.61572;1.71767;
0.320402;0.00519278;0.0088984;3.61148;1.71362;
0.320502;0.00520506;0.00894052;3.61571;1.71767;
0.320602;0.00519278;0.0088984;3.61148;1.71362;
0.320702;0.00520506;0.00894052;3.61571;1.71767;
0.320802;0.00519278;0.0088984;3.61148;1.71362;
0.320902;0.00520506;0.00894052;3.61571;1.71767;
0.321002;0.00519278;0.0088984;3.61148;1.71362;
0.321102;0.00520506;0.00894052;3.61571;1.71767;
0.321202;0.00519278;0.0088984;3.61148;1.71362;
0.321302;0.00520506;0.00894052;3.61571;1.71767;
0.321402;0.00519278;0.0088984;3.61148;1.71362;
0.321502;0.00520506;0.00894051;3.61571;1.71767;
0.321602;0.00519278;0.0088984;3.61148;1.71362;
0.321702;0.00520506;0.00894051;3.61571;1.71767;
0.321802;0.00519278;0.0088984;3.61148;1.71362;
0.321902;0.00520506;0.00894051;3.61571;1.71767;
0.322002;0.00519278;0.0088984;3.61148;1.71362;
0.322102;0.00520506;0.00894051;3.61571;1.71767;
0.322202;0.00519278;0.0088984;3.61148;1.71362;
0.322302;0.00520506;0.00894051;3.61571;1.71767;
0.322402;0.00519278;0.0088984;3.61148;1.71362;
0.322502;0.00520506;0.00894051;3.61571;1.71767;
0.322602;0.00519278;0.0088984;3.61148;1.71362;
0.322702;0.00520506;0.00894051;3.61571;1.71767;
0.322802;0.00519279;0.00889841;3.61148;1.71362;
0.322902;0.00520506;0.00894051;3.61571;1.71767;
0.323002;0.00519279;0.00889841;3.61148;1.71362;
0.323102;0.00520506;0.00894051;3.61571;1.71767;
0.323202;0.00519279;0.00889841;3.61148;1.71362;
0.323302;0.00520505;0.00894051;3.61571;1.71767;
0.323402;0.00519279;0.00889841;3.61148;1.71362;
0.323502;0.00520505;0.00894051;3.61571;1.71767;
0.323602;0.00519279;0.00889841;3.61148;1.71362;
0.323702;0.00520505;0.00894051;3.61571;1.71767;
0.323802;0.00519279;0.00889841;3.61148;1.71362;
0.323902;0.00520505;0.00894051;3.61571;1.71767;
0.324002;0.00519279;0.00889841;3.61148;1.71362;
0.324102;0.00520505;0.0089405;3.61571;1.71767;
0.324202;0.00519279;0.00889841;3.61148;1.71362;
0.324302;0.00520505;0.0089405;3.61571;1.71767;
0.324402;0.00519279;0.00889841;3.61148;1.71362;
0.324502;0.00520505;0.0089405;3.61571;1.71767;
0.324602;0.00519279;0.00889841;3.61148;1.71362;
0.324702;0.00520505;0.0089405;3.61571;1.71767;
0.324802;0.00519279;0.00889841;3.61148;1.71362;
0.324902;0.00520505;0.0089405;3.61571;1.71767;
0.325002;0.00519279;0.00889841;3.61148;1.71362;
0.325102;0.00520505;0.0089405;3.61571;1.71767;
0.325202;0.00519279;0.00889842;3.61148;1.71362;
0.325302;0.00520505;0.0089405;3.61571;1.71767;
0.325402;0.00519279;0.00889842;3.61148;1.71362;
0.325502;0.00520505;0.0089405;3.61571;1.71767;
0.325602;0.00519279;0.00889842;3.61148;1.71362;
0.325702;0.00520505;0.0089405;3.61571;1.71767;
0.325802;0.00519279;0.00889842;3.61148;1.71362;
0.325902;0.00520505;0.0089405;3.61571;1.71767;
0.326002;0.00519279;0.00889842;3.61148;1.71362;
0.326102;0.00520505;0.0089405;3.61571;1.71767;
0.326202;0.00519279;0.00889842;3.61148;1.71362;
0.326302;0.00520505;0.0089405;3.61571;1.71767;
0.326402;0.00519279;0.00889842;3.61148;1.71362;
0.326502;0.00520505;0.00894049;3.61571;1.71767;
0.326602;0.00519279;0.00889842;3.61148;1.71362;
0.326702;0.00520505;0.00894049;3.61571;1.71767;
0.326802;0.00519279;0.00889842;3.61148;1.71362;
0.326902;0.00520505;0.00894049;3.61571;1.71767;
0.327002;0.00519279;0.00889842;3.61148;1.71362;
0.327102;0.00520505;0.00894049;3.61571;1.71767;
0.327202;0.00519279;0.00889842;3.61148;1.71362;
0.327302;0.00520505;0.00894049;3.61571;1.71767;
0.327402;0.00519279;0.00889842;3.61148;1.71362;
0.327502;0.00520505;0.00894049;3.61571;1.71767;
0.327602;0.00519279;0.00889843;3.61148;1.71362;
0.327702;0.00520505;0.00894049;3.61571;1.71767;
0.327802;0.00519279;0.00889843;3.61148;1.71362;
0.327902;0.00520505;0.00894049;3.61571;1.71767;
0.328002;0.00519279;0.00889843;3.61148;1.71362;
0.328102;0.00520505;0.00894049;3.61571;1.71767;
0.328202;0.00519279;0.00889843;3.61148;1.71362;
0.328302;0.00520505;0.00894049;3.61571;1.71767;
0.328402;0.00519279;0.00889843;3.61148;1.71362;
0.328502;0.00520505;0.00894049;3.61571;1.71767;
0.328602;0.00519279;0.00889843;3.61148;1.71362;
0.328702;0.00520505;0.00894049;3.61571;1.71767;
0.328802;0.00519279;0.00889843;3.61148;1.71362;
0.328902;0.00520505;0.00894049;3.61571;1.71767;
0.329002;0.00519279;0.00889843;3.61148;1.71362;
0.329102;0.00520505;0.00894048;3.61571;1.71767;
0.329202;0.00519279;0.00889843;3.61148;1.71362;
0.329302;0.00520505;0.00894048;3.61571;1.71767;
0.329402;0.00519279;0.00889843;3.61148;1.71362;
0.329502;0.00520505;0.00894048;3.61571;1.71767;
0.329602;0.00519279;0.00889843;3.61148;1.71362;
0.329702;0.00520505;0.00894048;3.61571;1.71767;
0.329802;0.00519279;0.00889843;3.61148;1.71362;
0.329902;0.00520505;0.00894048;3.61571;1.71767;
0.330002;0.00519279;0.00889844;3.61148;1.71362;
0.330102;0.00520505;0.00894048;3.61571;1.71767;
0.330202;0.00519279;0.00889844;3.61148;1.71362;
0.330302;0.00520505;0.00894048;3.61571;1.71767;
0.330402;0.00519279;0.00889844;3.61148;1.71362;
0.330502;0.00520505;0.00894048;3.61571;1.71767;
0.330602;0.00519279;0.00889844;3.61148;1.71362;
0.330702;0.00520505;0.00894048;3.61571;1.71767;
0.330802;0.00519279;0.00889844;3.61148;1.71362;
0.330902;0.00520505;0.00894048;3.61571;1.71767;
0.331002;0.00519279;0.00889844;3.61148;1.71362;
0.331102;0.00520505;0.00894048;3.61571;1.71767;
0.331202;0.0051928;0.00889844;3.61148;1.71362;
0.331302;0.00520505;0.00894048;3.61571;1.71767;
0.331402;0.0051928;0.00889844;3.61148;1.71362;
0.331502;0.00520505;0.00894048;3.61571;1.71767;
0.331602;0.0051928;0.00889844;3.61148;1.71362;
0.331702;0.00520505;0.00894047;3.61571;1.71766;
0.331802;0.0051928;0.00889844;3.61149;1.71362;
0.331902;0.00520505;0.00894047;3.61571;1.71766;
0.332002;0.0051928;0.00889844;3.61149;1.71362;
0.332102;0.00520504;0.00894047;3.61571;1.71766;
0.332202;0.0051928;0.00889844;3.61149;1.71362;
0.332302;0.00520504;0.00894047;3.61571;1.71766;
0.332402;0.0051928;0.00889845;3.61149;1.71362;
0.332502;0.00520504;0.00894047;3.61571;1.71766;
0.332602;0.0051928;0.00889845;3.61149;1.71362;
0.332702;0.00520504;0.00894047;3.61571;1.71766;
0.332802;0.0051928;0.00889845;3.61149;1.71362;
0.332902;0.00520504;0.00894047;3.61571;1.71766;
0.333002;0.0051928;0.00889845;3.61149;1.71362;
0.333102;0.00520504;0.00894047;3.61571;1.71766;
0.333202;0.0051928;0.00889845;3.61149;1.71362;
0.333302;0.00520504;0.00894047;3.61571;1.71766;
0.333402;0.0051928;0.00889845;3.61149;1.71362;
0.333502;0.00520504;0.00894047;3.61571;1.71766;
0.333602;0.0051928;0.00889845;3.61149;1.71362;
0.333702;0.00520504;0.00894047;3.61571;1.71766;
0.333802;0.0051928;0.00889845;3.61149;1.71362;
0.333902;0.00520504;0.00894047;3.61571;1.71766;
0.334002;0.0051928;0.00889845;3.61149;1.71362;
0.334102;0.00520504;0.00894047;3.61571;1.71766;
0.334202;0.0051928;0.00889845;3.61149;1.71362;
0.334302;0.00520504;0.00894046;3.61571;1.71766;
0.334402;0.0051928;0.00889845;3.61149;1.71362;
0.334502;0.00520504;0.00894046;3.61571;1.71766;
0.334602;0.0051928;0.00889845;3.61149;1.71362;
0.334702;0.00520504;0.00894046;3.61571;1.71766;
0.334802;0.0051928;0.00889846;3.61149;1.71362;
0.334902;0.00520504;0.00894046;3.61571;1.71766;
0.335002;0.0051928;0.00889846;3.61149;1.71362;
0.335102;0.00520504;0.00894046;3.61571;1.71766;
0.335202;0.0051928;0.00889846;3.61149;1.71362;
0.335302;0.00520504;0.00894046;3.61571;1.71766;
0.335402;0.0051928;0.00889846;3.61149;1.71362;
0.335502;0.00520504;0.00894046;3.61571;1.71766;
0.335602;0.0051928;0.00889846;3.61149;1.71362;
0.335702;0.00520504;0.00894046;3.61571;1.71766;
0.335802;0.0051928;0.00889846;3.61149;1.71362;
0.335902;0.00520504;0.00894046;3.61571;1.71766;
0.336002;0.0051928;0.00889846;3.61149;1.71362;
0.336102;0.00520504;0.00894046;3.61571;1.71766;
0.336202;0.0051928;0.00889846;3.61149;1.71362;
0.336302;0.00520504;0.00894046;3.61571;1.71766;
0.336402;0.0051928;0.00889846;3.61149;1.71362;
0.336502;0.00520504;0.00894046;3.61571;1.71766;
0.336602;0.0051928;0.00889846;3.61149;1.71362;
0.336702;0.00520504;0.00894045;3.61571;1.71766;
0.336802;0.0051928;0.00889846;3.61149;1.71362;
0.336902;0.00520504;0.00894045;3.61571;1.71766;
0.337002;0.0051928;0.00889846;3.61149;1.71362;
0.337102;0.00520504;0.00894045;3.61571;1.71766;
0.337202;0.0051928;0.00889847;3.61149;1.71362;
0.337302;0.00520504;0.00894045;3.61571;1.71766;
0.337402;0.0051928;0.00889847;3.61149;1.71362;
0.337502;0.00520504;0.00894045;3.61571;1.71766;
0.337602;0.0051928;0.00889847;3.61149;1.71362;
0.337702;0.00520504;0.00894045;3.61571;1.71766;
0.337802;0.0051928;0.00889847;3.61149;1.71363;
0.337902;0.00520504;0.00894045;3.61571;1.71766;
0.338002;0.0051928;0.00889847;3.61149;1.71363;
0.338102;0.00520504;0.00894045;3.61571;1.71766;
0.338202;0.0051928;0.00889847;3.61149;1.71363;
0.338302;0.00520504;0.00894045;3.61571;1.71766;
0.338402;0.0051928;0.00889847;3.61149;1.71363;
0.338502;0.00520504;0.00894045;3.61571;1.71766;
0.338602;0.0051928;0.00889847;3.61149;1.71363;
0.338702;0.00520504;0.00894045;3.61571;1.71766;
0.338802;0.0051928;0.00889847;3.61149;1.71363;
0.338902;0.00520504;0.00894045;3.61571;1.71766;
0.339002;0.0051928;0.00889847;3.61149;1.71363;
0.339102;0.00520504;0.00894045;3.61571;1.71766;
0.339202;0.0051928;0.00889847;3.61149;1.71363;
0.339302;0.00520504;0.00894044;3.61571;1.71766;
0.339402;0.0051928;0.00889847;3.61149;1.71363;
0.339502;0.00520504;0.00894044;3.61571;1.71766;
0.339602;0.00519281;0.00889848;3.61149;1.71363;
0.339702;0.00520504;0.00894044;3.61571;1.71766;
0.339802;0.00519281;0.00889848;3.61149;1.71363;
0.339902;0.00520504;0.00894044;3.61571;1.71766;
0.340002;0.00519281;0.00889848;3.61149;1.71363;
0.340102;0.00520504;0.00894044;3.61571;1.71766;
0.340202;0.00519281;0.00889848;3.61149;1.71363;
0.340302;0.00520504;0.00894044;3.61571;1.71766;
0.340402;0.00519281;0.00889848;3.61149;1.71363;
0.340502;0.00520504;0.00894044;3.61571;1.71766;
0.340602;0.00519281;0.00889848;3.61149;1.71363;
0.340702;0.00520504;0.00894044;3.61571;1.71766;
0.340802;0.00519281;0.00889848;3.61149;1.71363;
