time;P(R3);
0.48041;1.97195e-26;
0.48051;1.94249e-26;
0.48061;1.97191e-26;
0.48071;1.94252e-26;
0.48081;1.97188e-26;
0.48091;1.94255e-26;
0.48101;1.97184e-26;
0.48111;1.94258e-26;
0.48121;1.9718e-26;
0.48131;1.94261e-26;
0.48141;1.97177e-26;
0.48151;1.94264e-26;
0.48161;1.97173e-26;
0.48171;1.94268e-26;
0.48181;1.97169e-26;
0.48191;1.94271e-26;
0.48201;1.97165e-26;
0.48211;1.94274e-26;
0.48221;1.97162e-26;
0.48231;1.94277e-26;
0.48241;1.97158e-26;
0.48251;1.9428e-26;
0.48261;1.97154e-26;
0.48271;1.94283e-26;
0.48281;1.97151e-26;
0.48291;1.94286e-26;
0.48301;1.97147e-26;
0.48311;1.9429e-26;
0.48321;1.97143e-26;
0.48331;1.94293e-26;
0.48341;1.9714e-26;
0.48351;1.94296e-26;
0.48361;1.97136e-26;
0.48371;1.94299e-26;
0.48381;1.97132e-26;
0.48391;1.94302e-26;
0.48401;1.97129e-26;
0.48411;1.94305e-26;
0.48421;1.97125e-26;
0.48431;1.94308e-26;
0.48441;1.97121e-26;
0.48451;1.94312e-26;
0.48461;1.97118e-26;
0.48471;1.94315e-26;
0.48481;1.97114e-26;
0.48491;1.94318e-26;
0.48501;1.9711e-26;
0.48511;1.94321e-26;
0.48521;1.97107e-26;
0.48531;1.94324e-26;
0.48541;1.97103e-26;
0.48551;1.94327e-26;
0.48561;1.97099e-26;
0.48571;1.9433e-26;
0.48581;1.97096e-26;
0.48591;1.94333e-26;
0.48601;1.97092e-26;
0.48611;1.94336e-26;
0.48621;1.97088e-26;
0.48631;1.9434e-26;
0.48641;1.97085e-26;
0.48651;1.94343e-26;
0.48661;1.97081e-26;
0.48671;1.94346e-26;
0.48681;1.97077e-26;
0.48691;1.94349e-26;
0.48701;1.97074e-26;
0.48711;1.94352e-26;
0.48721;1.9707e-26;
0.48731;1.94355e-26;
0.48741;1.97067e-26;
0.48751;1.94358e-26;
0.48761;1.97063e-26;
0.48771;1.94361e-26;
0.48781;1.97059e-26;
0.48791;1.94364e-26;
0.48801;1.97056e-26;
0.48811;1.94367e-26;
0.48821;1.97052e-26;
0.48831;1.94371e-26;
0.48841;1.97048e-26;
0.48851;1.94374e-26;
0.48861;1.97045e-26;
0.48871;1.94377e-26;
0.48881;1.97041e-26;
0.48891;1.9438e-26;
0.48901;1.97038e-26;
0.48911;1.94383e-26;
0.48921;1.97034e-26;
0.48931;1.94386e-26;
0.48941;1.9703e-26;
0.48951;1.94389e-26;
0.48961;1.97027e-26;
0.48971;1.94392e-26;
0.48981;1.97023e-26;
0.48991;1.94395e-26;
0.49001;1.9702e-26;
0.49011;1.94398e-26;
0.49021;1.97016e-26;
0.49031;1.94401e-26;
0.49041;1.97013e-26;
0.49051;1.94404e-26;
0.49061;1.97009e-26;
0.49071;1.94407e-26;
0.49081;1.97005e-26;
0.49091;1.9441e-26;
0.49101;1.97002e-26;
0.49111;1.94414e-26;
0.49121;1.96998e-26;
0.49131;1.94417e-26;
0.49141;1.96995e-26;
0.49151;1.9442e-26;
0.49161;1.96991e-26;
0.49171;1.94423e-26;
0.49181;1.96988e-26;
0.49191;1.94426e-26;
0.49201;1.96984e-26;
0.49211;1.94429e-26;
0.49221;1.9698e-26;
0.49231;1.94432e-26;
0.49241;1.96977e-26;
0.49251;1.94435e-26;
0.49261;1.96973e-26;
0.49271;1.94438e-26;
0.49281;1.9697e-26;
0.49291;1.94441e-26;
0.49301;1.96966e-26;
0.49311;1.94444e-26;
0.49321;1.96963e-26;
0.49331;1.94447e-26;
0.49341;1.96959e-26;
0.49351;1.9445e-26;
0.49361;1.96956e-26;
0.49371;1.94453e-26;
0.49381;1.96952e-26;
0.49391;1.94456e-26;
0.49401;1.96948e-26;
0.49411;1.94459e-26;
0.49421;1.96945e-26;
0.49431;1.94462e-26;
0.49441;1.96941e-26;
0.49451;1.94465e-26;
0.49461;1.96938e-26;
0.49471;1.94468e-26;
0.49481;1.96934e-26;
0.49491;1.94471e-26;
0.49501;1.96931e-26;
0.49511;1.94474e-26;
0.49521;1.96927e-26;
0.49531;1.94477e-26;
0.49541;1.96924e-26;
0.49551;1.9448e-26;
0.49561;1.9692e-26;
0.49571;1.94483e-26;
0.49581;1.96917e-26;
0.49591;1.94486e-26;
0.49601;1.96913e-26;
0.49611;1.94489e-26;
0.49621;1.9691e-26;
0.49631;1.94492e-26;
0.49641;1.96906e-26;
0.49651;1.94495e-26;
0.49661;1.96903e-26;
0.49671;1.94498e-26;
0.49681;1.96899e-26;
0.49691;1.94501e-26;
0.49701;1.96896e-26;
0.49711;1.94504e-26;
0.49721;1.96892e-26;
0.49731;1.94507e-26;
0.49741;1.96889e-26;
0.49751;1.9451e-26;
0.49761;1.96885e-26;
0.49771;1.94513e-26;
0.49781;1.96882e-26;
0.49791;1.94516e-26;
0.49801;1.96878e-26;
0.49811;1.94519e-26;
0.49821;1.96875e-26;
0.49831;1.94522e-26;
0.49841;1.96871e-26;
0.49851;1.94525e-26;
0.49861;1.96868e-26;
0.49871;1.94528e-26;
0.49881;1.96864e-26;
0.49891;1.94531e-26;
0.49901;1.96861e-26;
0.49911;1.94534e-26;
0.49921;1.96858e-26;
0.49931;1.94537e-26;
0.49941;1.96854e-26;
0.49951;1.9454e-26;
0.49961;1.96851e-26;
0.49971;1.94543e-26;
0.49981;1.96847e-26;
0.49991;1.94546e-26;
0.50001;1.96844e-26;
0.50011;1.94549e-26;
0.50021;1.9684e-26;
0.50031;1.94552e-26;
0.50041;1.96837e-26;
0.50051;1.94555e-26;
0.50061;1.96833e-26;
0.50071;1.94558e-26;
0.50081;1.9683e-26;
0.50091;1.94561e-26;
0.50101;1.96826e-26;
0.50111;1.94564e-26;
0.50121;1.96823e-26;
0.50131;1.94567e-26;
0.50141;1.9682e-26;
0.50151;1.9457e-26;
0.50161;1.96816e-26;
0.50171;1.94573e-26;
0.50181;1.96813e-26;
0.50191;1.94576e-26;
0.50201;1.96809e-26;
0.50211;1.94579e-26;
0.50221;1.96806e-26;
0.50231;1.94582e-26;
0.50241;1.96802e-26;
0.50251;1.94585e-26;
0.50261;1.96799e-26;
0.50271;1.94587e-26;
0.50281;1.96796e-26;
0.50291;1.9459e-26;
0.50301;1.96792e-26;
0.50311;1.94593e-26;
0.50321;1.96789e-26;
0.50331;1.94596e-26;
0.50341;1.96785e-26;
0.50351;1.94599e-26;
0.50361;1.96782e-26;
0.50371;1.94602e-26;
0.50381;1.96779e-26;
0.50391;1.94605e-26;
0.50401;1.96775e-26;
0.50411;1.94608e-26;
0.50421;1.96772e-26;
0.50431;1.94611e-26;
0.50441;1.96768e-26;
0.50451;1.94614e-26;
0.50461;1.96765e-26;
0.50471;1.94617e-26;
0.50481;1.96762e-26;
0.50491;1.9462e-26;
0.50501;1.96758e-26;
0.50511;1.94623e-26;
0.50521;1.96755e-26;
0.50531;1.94626e-26;
0.50541;1.96751e-26;
0.50551;1.94628e-26;
0.50561;1.96748e-26;
0.50571;1.94631e-26;
0.50581;1.96745e-26;
0.50591;1.94634e-26;
0.50601;1.96741e-26;
0.50611;1.94637e-26;
0.50621;1.96738e-26;
0.50631;1.9464e-26;
0.50641;1.96734e-26;
0.50651;1.94643e-26;
0.50661;1.96731e-26;
0.50671;1.94646e-26;
0.50681;1.96728e-26;
0.50691;1.94649e-26;
0.50701;1.96724e-26;
0.50711;1.94652e-26;
0.50721;1.96721e-26;
0.50731;1.94655e-26;
0.50741;1.96718e-26;
0.50751;1.94658e-26;
0.50761;1.96714e-26;
0.50771;1.9466e-26;
0.50781;1.96711e-26;
0.50791;1.94663e-26;
0.50801;1.96708e-26;
0.50811;1.94666e-26;
0.50821;1.96704e-26;
0.50831;1.94669e-26;
0.50841;1.96701e-26;
0.50851;1.94672e-26;
0.50861;1.96698e-26;
0.50871;1.94675e-26;
0.50881;1.96694e-26;
0.50891;1.94678e-26;
0.50901;1.96691e-26;
0.50911;1.94681e-26;
0.50921;1.96688e-26;
0.50931;1.94683e-26;
0.50941;1.96684e-26;
0.50951;1.94686e-26;
0.50961;1.96681e-26;
0.50971;1.94689e-26;
0.50981;1.96678e-26;
0.50991;1.94692e-26;
0.51001;1.96674e-26;
0.51011;1.94695e-26;
0.51021;1.96671e-26;
0.51031;1.94698e-26;
0.51041;1.96668e-26;
0.51051;1.94701e-26;
0.51061;1.96664e-26;
0.51071;1.94704e-26;
0.51081;1.96661e-26;
0.51091;1.94706e-26;
0.51101;1.96658e-26;
0.51111;1.94709e-26;
0.51121;1.96654e-26;
0.51131;1.94712e-26;
0.51141;1.96651e-26;
0.51151;1.94715e-26;
0.51161;1.96648e-26;
0.51171;1.94718e-26;
0.51181;1.96644e-26;
0.51191;1.94721e-26;
0.51201;1.96641e-26;
0.51211;1.94724e-26;
0.51221;1.96638e-26;
0.51231;1.94726e-26;
0.51241;1.96635e-26;
0.51251;1.94729e-26;
0.51261;1.96631e-26;
0.51271;1.94732e-26;
0.51281;1.96628e-26;
0.51291;1.94735e-26;
0.51301;1.96625e-26;
0.51311;1.94738e-26;
0.51321;1.96621e-26;
0.51331;1.94741e-26;
0.51341;1.96618e-26;
0.51351;1.94743e-26;
0.51361;1.96615e-26;
0.51371;1.94746e-26;
0.51381;1.96612e-26;
0.51391;1.94749e-26;
0.51401;1.96608e-26;
0.51411;1.94752e-26;
0.51421;1.96605e-26;
0.51431;1.94755e-26;
0.51441;1.96602e-26;
0.51451;1.94758e-26;
0.51461;1.96598e-26;
0.51471;1.9476e-26;
0.51481;1.96595e-26;
0.51491;1.94763e-26;
0.51501;1.96592e-26;
0.51511;1.94766e-26;
0.51521;1.96589e-26;
0.51531;1.94769e-26;
0.51541;1.96585e-26;
0.51551;1.94772e-26;
0.51561;1.96582e-26;
0.51571;1.94774e-26;
0.51581;1.96579e-26;
0.51591;1.94777e-26;
0.51601;1.96576e-26;
0.51611;1.9478e-26;
0.51621;1.96572e-26;
0.51631;1.94783e-26;
0.51641;1.96569e-26;
0.51651;1.94786e-26;
0.51661;1.96566e-26;
0.51671;1.94789e-26;
0.51681;1.96563e-26;
0.51691;1.94791e-26;
0.51701;1.96559e-26;
0.51711;1.94794e-26;
0.51721;1.96556e-26;
0.51731;1.94797e-26;
0.51741;1.96553e-26;
0.51751;1.948e-26;
0.51761;1.9655e-26;
0.51771;1.94803e-26;
0.51781;1.96546e-26;
0.51791;1.94805e-26;
0.51801;1.96543e-26;
0.51811;1.94808e-26;
0.51821;1.9654e-26;
0.51831;1.94811e-26;
0.51841;1.96537e-26;
0.51851;1.94814e-26;
0.51861;1.96534e-26;
0.51871;1.94816e-26;
0.51881;1.9653e-26;
0.51891;1.94819e-26;
0.51901;1.96527e-26;
0.51911;1.94822e-26;
0.51921;1.96524e-26;
0.51931;1.94825e-26;
0.51941;1.96521e-26;
0.51951;1.94828e-26;
0.51961;1.96518e-26;
0.51971;1.9483e-26;
0.51981;1.96514e-26;
0.51991;1.94833e-26;
0.52001;1.96511e-26;
0.52011;1.94836e-26;
0.52021;1.96508e-26;
0.52031;1.94839e-26;
0.52041;1.96505e-26;
0.52051;1.94841e-26;
0.52061;1.96502e-26;
0.52071;1.94844e-26;
0.52081;1.96498e-26;
0.52091;1.94847e-26;
0.52101;1.96495e-26;
0.52111;1.9485e-26;
0.52121;1.96492e-26;
0.52131;1.94853e-26;
0.52141;1.96489e-26;
0.52151;1.94855e-26;
0.52161;1.96486e-26;
0.52171;1.94858e-26;
0.52181;1.96482e-26;
0.52191;1.94861e-26;
0.52201;1.96479e-26;
0.52211;1.94864e-26;
0.52221;1.96476e-26;
0.52231;1.94866e-26;
0.52241;1.96473e-26;
0.52251;1.94869e-26;
0.52261;1.9647e-26;
0.52271;1.94872e-26;
0.52281;1.96467e-26;
0.52291;1.94875e-26;
0.52301;1.96463e-26;
0.52311;1.94877e-26;
0.52321;1.9646e-26;
0.52331;1.9488e-26;
0.52341;1.96457e-26;
0.52351;1.94883e-26;
0.52361;1.96454e-26;
0.52371;1.94885e-26;
0.52381;1.96451e-26;
0.52391;1.94888e-26;
0.52401;1.96448e-26;
0.52411;1.94891e-26;
0.52421;1.96445e-26;
0.52431;1.94894e-26;
0.52441;1.96441e-26;
0.52451;1.94896e-26;
0.52461;1.96438e-26;
0.52471;1.94899e-26;
0.52481;1.96435e-26;
0.52491;1.94902e-26;
0.52501;1.96432e-26;
0.52511;1.94905e-26;
0.52521;1.96429e-26;
0.52531;1.94907e-26;
0.52541;1.96426e-26;
0.52551;1.9491e-26;
0.52561;1.96423e-26;
0.52571;1.94913e-26;
0.52581;1.96419e-26;
0.52591;1.94915e-26;
0.52601;1.96416e-26;
0.52611;1.94918e-26;
0.52621;1.96413e-26;
0.52631;1.94921e-26;
0.52641;1.9641e-26;
0.52651;1.94924e-26;
0.52661;1.96407e-26;
0.52671;1.94926e-26;
0.52681;1.96404e-26;
0.52691;1.94929e-26;
0.52701;1.96401e-26;
0.52711;1.94932e-26;
0.52721;1.96398e-26;
0.52731;1.94934e-26;
0.52741;1.96395e-26;
0.52751;1.94937e-26;
0.52761;1.96391e-26;
0.52771;1.9494e-26;
0.52781;1.96388e-26;
0.52791;1.94943e-26;
0.52801;1.96385e-26;
0.52811;1.94945e-26;
0.52821;1.96382e-26;
0.52831;1.94948e-26;
0.52841;1.96379e-26;
0.52851;1.94951e-26;
0.52861;1.96376e-26;
0.52871;1.94953e-26;
0.52881;1.96373e-26;
0.52891;1.94956e-26;
0.52901;1.9637e-26;
0.52911;1.94959e-26;
0.52921;1.96367e-26;
0.52931;1.94961e-26;
0.52941;1.96364e-26;
0.52951;1.94964e-26;
0.52961;1.9636e-26;
0.52971;1.94967e-26;
0.52981;1.96357e-26;
0.52991;1.94969e-26;
0.53001;1.96354e-26;
0.53011;1.94972e-26;
0.53021;1.96351e-26;
0.53031;1.94975e-26;
0.53041;1.96348e-26;
0.53051;1.94977e-26;
0.53061;1.96345e-26;
0.53071;1.9498e-26;
0.53081;1.96342e-26;
0.53091;1.94983e-26;
0.53101;1.96339e-26;
0.53111;1.94985e-26;
0.53121;1.96336e-26;
0.53131;1.94988e-26;
0.53141;1.96333e-26;
0.53151;1.94991e-26;
0.53161;1.9633e-26;
0.53171;1.94993e-26;
0.53181;1.96327e-26;
0.53191;1.94996e-26;
0.53201;1.96324e-26;
0.53211;1.94999e-26;
0.53221;1.96321e-26;
0.53231;1.95001e-26;
0.53241;1.96318e-26;
0.53251;1.95004e-26;
0.53261;1.96315e-26;
0.53271;1.95007e-26;
0.53281;1.96311e-26;
0.53291;1.95009e-26;
0.53301;1.96308e-26;
0.53311;1.95012e-26;
0.53321;1.96305e-26;
0.53331;1.95015e-26;
0.53341;1.96302e-26;
0.53351;1.95017e-26;
0.53361;1.96299e-26;
0.53371;1.9502e-26;
0.53381;1.96296e-26;
0.53391;1.95023e-26;
0.53401;1.96293e-26;
0.53411;1.95025e-26;
0.53421;1.9629e-26;
0.53431;1.95028e-26;
0.53441;1.96287e-26;
0.53451;1.95031e-26;
0.53461;1.96284e-26;
0.53471;1.95033e-26;
0.53481;1.96281e-26;
0.53491;1.95036e-26;
0.53501;1.96278e-26;
0.53511;1.95038e-26;
0.53521;1.96275e-26;
0.53531;1.95041e-26;
0.53541;1.96272e-26;
0.53551;1.95044e-26;
0.53561;1.96269e-26;
0.53571;1.95046e-26;
0.53581;1.96266e-26;
0.53591;1.95049e-26;
0.53601;1.96263e-26;
0.53611;1.95052e-26;
0.53621;1.9626e-26;
0.53631;1.95054e-26;
0.53641;1.96257e-26;
0.53651;1.95057e-26;
0.53661;1.96254e-26;
0.53671;1.95059e-26;
0.53681;1.96251e-26;
0.53691;1.95062e-26;
0.53701;1.96248e-26;
0.53711;1.95065e-26;
0.53721;1.96245e-26;
0.53731;1.95067e-26;
0.53741;1.96242e-26;
0.53751;1.9507e-26;
0.53761;1.96239e-26;
0.53771;1.95072e-26;
0.53781;1.96236e-26;
0.53791;1.95075e-26;
0.53801;1.96233e-26;
0.53811;1.95078e-26;
0.53821;1.9623e-26;
0.53831;1.9508e-26;
0.53841;1.96227e-26;
0.53851;1.95083e-26;
0.53861;1.96224e-26;
0.53871;1.95085e-26;
0.53881;1.96221e-26;
0.53891;1.95088e-26;
0.53901;1.96218e-26;
0.53911;1.95091e-26;
0.53921;1.96215e-26;
0.53931;1.95093e-26;
0.53941;1.96212e-26;
0.53951;1.95096e-26;
0.53961;1.96209e-26;
0.53971;1.95098e-26;
0.53981;1.96206e-26;
0.53991;1.95101e-26;
0.54001;1.96203e-26;
0.54011;1.95104e-26;
0.54021;1.96201e-26;
0.54031;1.95106e-26;
0.54041;1.96198e-26;
0.54051;1.95109e-26;
0.54061;1.96195e-26;
0.54071;1.95111e-26;
0.54081;1.96192e-26;
0.54091;1.95114e-26;
0.54101;1.96189e-26;
0.54111;1.95116e-26;
0.54121;1.96186e-26;
0.54131;1.95119e-26;
0.54141;1.96183e-26;
0.54151;1.95122e-26;
0.54161;1.9618e-26;
0.54171;1.95124e-26;
0.54181;1.96177e-26;
0.54191;1.95127e-26;
0.54201;1.96174e-26;
0.54211;1.95129e-26;
0.54221;1.96171e-26;
0.54231;1.95132e-26;
0.54241;1.96168e-26;
0.54251;1.95134e-26;
0.54261;1.96165e-26;
0.54271;1.95137e-26;
0.54281;1.96162e-26;
0.54291;1.9514e-26;
0.54301;1.96159e-26;
0.54311;1.95142e-26;
0.54321;1.96156e-26;
0.54331;1.95145e-26;
0.54341;1.96154e-26;
0.54351;1.95147e-26;
0.54361;1.96151e-26;
0.54371;1.9515e-26;
0.54381;1.96148e-26;
0.54391;1.95152e-26;
0.54401;1.96145e-26;
0.54411;1.95155e-26;
0.54421;1.96142e-26;
0.54431;1.95157e-26;
0.54441;1.96139e-26;
0.54451;1.9516e-26;
0.54461;1.96136e-26;
0.54471;1.95163e-26;
0.54481;1.96133e-26;
0.54491;1.95165e-26;
0.54501;1.9613e-26;
0.54511;1.95168e-26;
0.54521;1.96127e-26;
0.54531;1.9517e-26;
0.54541;1.96124e-26;
0.54551;1.95173e-26;
0.54561;1.96122e-26;
0.54571;1.95175e-26;
0.54581;1.96119e-26;
0.54591;1.95178e-26;
0.54601;1.96116e-26;
0.54611;1.9518e-26;
0.54621;1.96113e-26;
0.54631;1.95183e-26;
0.54641;1.9611e-26;
0.54651;1.95185e-26;
0.54661;1.96107e-26;
0.54671;1.95188e-26;
0.54681;1.96104e-26;
0.54691;1.9519e-26;
0.54701;1.96101e-26;
0.54711;1.95193e-26;
0.54721;1.96099e-26;
0.54731;1.95195e-26;
0.54741;1.96096e-26;
0.54751;1.95198e-26;
0.54761;1.96093e-26;
0.54771;1.952e-26;
0.54781;1.9609e-26;
0.54791;1.95203e-26;
0.54801;1.96087e-26;
0.54811;1.95205e-26;
0.54821;1.96084e-26;
0.54831;1.95208e-26;
0.54841;1.96081e-26;
0.54851;1.9521e-26;
0.54861;1.96078e-26;
0.54871;1.95213e-26;
0.54881;1.96076e-26;
0.54891;1.95215e-26;
0.54901;1.96073e-26;
0.54911;1.95218e-26;
0.54921;1.9607e-26;
0.54931;1.9522e-26;
0.54941;1.96067e-26;
0.54951;1.95223e-26;
0.54961;1.96064e-26;
0.54971;1.95225e-26;
0.54981;1.96061e-26;
0.54991;1.95228e-26;
0.55001;1.96059e-26;
0.55011;1.9523e-26;
0.55021;1.96056e-26;
0.55031;1.95233e-26;
0.55041;1.96053e-26;
0.55051;1.95235e-26;
0.55061;1.9605e-26;
0.55071;1.95238e-26;
0.55081;1.96047e-26;
0.55091;1.9524e-26;
0.55101;1.96044e-26;
0.55111;1.95243e-26;
0.55121;1.96041e-26;
0.55131;1.95245e-26;
0.55141;1.96039e-26;
0.55151;1.95248e-26;
0.55161;1.96036e-26;
0.55171;1.9525e-26;
0.55181;1.96033e-26;
0.55191;1.95253e-26;
0.55201;1.9603e-26;
0.55211;1.95255e-26;
0.55221;1.96027e-26;
0.55231;1.95258e-26;
0.55241;1.96025e-26;
0.55251;1.9526e-26;
0.55261;1.96022e-26;
0.55271;1.95263e-26;
0.55281;1.96019e-26;
0.55291;1.95265e-26;
0.55301;1.96016e-26;
0.55311;1.95268e-26;
0.55321;1.96013e-26;
0.55331;1.9527e-26;
0.55341;1.96011e-26;
0.55351;1.95273e-26;
0.55361;1.96008e-26;
0.55371;1.95275e-26;
0.55381;1.96005e-26;
0.55391;1.95277e-26;
0.55401;1.96002e-26;
0.55411;1.9528e-26;
0.55421;1.95999e-26;
0.55431;1.95282e-26;
0.55441;1.95997e-26;
0.55451;1.95285e-26;
0.55461;1.95994e-26;
0.55471;1.95287e-26;
0.55481;1.95991e-26;
0.55491;1.9529e-26;
0.55501;1.95988e-26;
0.55511;1.95292e-26;
0.55521;1.95985e-26;
0.55531;1.95295e-26;
0.55541;1.95983e-26;
0.55551;1.95297e-26;
0.55561;1.9598e-26;
0.55571;1.953e-26;
0.55581;1.95977e-26;
0.55591;1.95302e-26;
0.55601;1.95974e-26;
0.55611;1.95304e-26;
0.55621;1.95971e-26;
0.55631;1.95307e-26;
0.55641;1.95969e-26;
0.55651;1.95309e-26;
0.55661;1.95966e-26;
0.55671;1.95312e-26;
0.55681;1.95963e-26;
0.55691;1.95314e-26;
0.55701;1.9596e-26;
0.55711;1.95317e-26;
0.55721;1.95958e-26;
0.55731;1.95319e-26;
0.55741;1.95955e-26;
0.55751;1.95321e-26;
0.55761;1.95952e-26;
0.55771;1.95324e-26;
0.55781;1.95949e-26;
0.55791;1.95326e-26;
0.55801;1.95947e-26;
0.55811;1.95329e-26;
0.55821;1.95944e-26;
0.55831;1.95331e-26;
0.55841;1.95941e-26;
0.55851;1.95334e-26;
0.55861;1.95938e-26;
0.55871;1.95336e-26;
0.55881;1.95936e-26;
0.55891;1.95338e-26;
0.55901;1.95933e-26;
0.55911;1.95341e-26;
0.55921;1.9593e-26;
0.55931;1.95343e-26;
0.55941;1.95927e-26;
0.55951;1.95346e-26;
0.55961;1.95925e-26;
0.55971;1.95348e-26;
0.55981;1.95922e-26;
0.55991;1.9535e-26;
0.56001;1.95919e-26;
0.56011;1.95353e-26;
0.56021;1.95916e-26;
0.56031;1.95355e-26;
0.56041;1.95914e-26;
0.56051;1.95358e-26;
0.56061;1.95911e-26;
0.56071;1.9536e-26;
0.56081;1.95908e-26;
0.56091;1.95362e-26;
0.56101;1.95906e-26;
0.56111;1.95365e-26;
0.56121;1.95903e-26;
0.56131;1.95367e-26;
0.56141;1.959e-26;
0.56151;1.9537e-26;
0.56161;1.95897e-26;
0.56171;1.95372e-26;
0.56181;1.95895e-26;
0.56191;1.95374e-26;
0.56201;1.95892e-26;
0.56211;1.95377e-26;
0.56221;1.95889e-26;
0.56231;1.95379e-26;
0.56241;1.95887e-26;
0.56251;1.95382e-26;
0.56261;1.95884e-26;
0.56271;1.95384e-26;
0.56281;1.95881e-26;
0.56291;1.95386e-26;
0.56301;1.95878e-26;
0.56311;1.95389e-26;
0.56321;1.95876e-26;
0.56331;1.95391e-26;
0.56341;1.95873e-26;
0.56351;1.95393e-26;
0.56361;1.9587e-26;
0.56371;1.95396e-26;
0.56381;1.95868e-26;
0.56391;1.95398e-26;
0.56401;1.95865e-26;
0.56411;1.95401e-26;
0.56421;1.95862e-26;
0.56431;1.95403e-26;
0.56441;1.9586e-26;
0.56451;1.95405e-26;
0.56461;1.95857e-26;
0.56471;1.95408e-26;
0.56481;1.95854e-26;
0.56491;1.9541e-26;
0.56501;1.95852e-26;
0.56511;1.95412e-26;
0.56521;1.95849e-26;
0.56531;1.95415e-26;
0.56541;1.95846e-26;
0.56551;1.95417e-26;
0.56561;1.95844e-26;
0.56571;1.95419e-26;
0.56581;1.95841e-26;
0.56591;1.95422e-26;
0.56601;1.95838e-26;
0.56611;1.95424e-26;
0.56621;1.95836e-26;
0.56631;1.95427e-26;
0.56641;1.95833e-26;
0.56651;1.95429e-26;
0.56661;1.9583e-26;
0.56671;1.95431e-26;
0.56681;1.95828e-26;
0.56691;1.95434e-26;
0.56701;1.95825e-26;
0.56711;1.95436e-26;
0.56721;1.95822e-26;
0.56731;1.95438e-26;
0.56741;1.9582e-26;
0.56751;1.95441e-26;
0.56761;1.95817e-26;
0.56771;1.95443e-26;
0.56781;1.95814e-26;
0.56791;1.95445e-26;
0.56801;1.95812e-26;
0.56811;1.95448e-26;
0.56821;1.95809e-26;
0.56831;1.9545e-26;
0.56841;1.95806e-26;
0.56851;1.95452e-26;
0.56861;1.95804e-26;
0.56871;1.95455e-26;
0.56881;1.95801e-26;
0.56891;1.95457e-26;
0.56901;1.95799e-26;
0.56911;1.95459e-26;
0.56921;1.95796e-26;
0.56931;1.95462e-26;
0.56941;1.95793e-26;
0.56951;1.95464e-26;
0.56961;1.95791e-26;
0.56971;1.95466e-26;
0.56981;1.95788e-26;
0.56991;1.95469e-26;
0.57001;1.95785e-26;
0.57011;1.95471e-26;
0.57021;1.95783e-26;
0.57031;1.95473e-26;
0.57041;1.9578e-26;
0.57051;1.95475e-26;
0.57061;1.95778e-26;
0.57071;1.95478e-26;
0.57081;1.95775e-26;
0.57091;1.9548e-26;
0.57101;1.95772e-26;
0.57111;1.95482e-26;
0.57121;1.9577e-26;
0.57131;1.95485e-26;
0.57141;1.95767e-26;
0.57151;1.95487e-26;
0.57161;1.95764e-26;
0.57171;1.95489e-26;
0.57181;1.95762e-26;
0.57191;1.95492e-26;
0.57201;1.95759e-26;
0.57211;1.95494e-26;
0.57221;1.95757e-26;
0.57231;1.95496e-26;
0.57241;1.95754e-26;
0.57251;1.95499e-26;
0.57261;1.95751e-26;
0.57271;1.95501e-26;
0.57281;1.95749e-26;
0.57291;1.95503e-26;
0.57301;1.95746e-26;
0.57311;1.95505e-26;
0.57321;1.95744e-26;
0.57331;1.95508e-26;
0.57341;1.95741e-26;
0.57351;1.9551e-26;
0.57361;1.95739e-26;
0.57371;1.95512e-26;
0.57381;1.95736e-26;
0.57391;1.95515e-26;
0.57401;1.95733e-26;
0.57411;1.95517e-26;
0.57421;1.95731e-26;
0.57431;1.95519e-26;
0.57441;1.95728e-26;
0.57451;1.95521e-26;
0.57461;1.95726e-26;
0.57471;1.95524e-26;
0.57481;1.95723e-26;
0.57491;1.95526e-26;
0.57501;1.95721e-26;
0.57511;1.95528e-26;
0.57521;1.95718e-26;
0.57531;1.9553e-26;
0.57541;1.95715e-26;
0.57551;1.95533e-26;
0.57561;1.95713e-26;
0.57571;1.95535e-26;
0.57581;1.9571e-26;
0.57591;1.95537e-26;
0.57601;1.95708e-26;
0.57611;1.9554e-26;
0.57621;1.95705e-26;
0.57631;1.95542e-26;
0.57641;1.95703e-26;
0.57651;1.95544e-26;
0.57661;1.957e-26;
0.57671;1.95546e-26;
0.57681;1.95697e-26;
0.57691;1.95549e-26;
0.57701;1.95695e-26;
0.57711;1.95551e-26;
0.57721;1.95692e-26;
0.57731;1.95553e-26;
0.57741;1.9569e-26;
0.57751;1.95555e-26;
0.57761;1.95687e-26;
0.57771;1.95558e-26;
0.57781;1.95685e-26;
0.57791;1.9556e-26;
0.57801;1.95682e-26;
0.57811;1.95562e-26;
0.57821;1.9568e-26;
0.57831;1.95564e-26;
0.57841;1.95677e-26;
0.57851;1.95567e-26;
0.57861;1.95675e-26;
0.57871;1.95569e-26;
0.57881;1.95672e-26;
0.57891;1.95571e-26;
0.57901;1.9567e-26;
0.57911;1.95573e-26;
0.57921;1.95667e-26;
0.57931;1.95576e-26;
0.57941;1.95665e-26;
0.57951;1.95578e-26;
0.57961;1.95662e-26;
0.57971;1.9558e-26;
0.57981;1.95659e-26;
0.57991;1.95582e-26;
0.58001;1.95657e-26;
0.58011;1.95585e-26;
0.58021;1.95654e-26;
